,std_dt,symbol,issues_suspended_from_trading_reason
882,20090504,A002710,"주식의 병합, 분할 등 전자등록 변경, 말소"
883,20090508,A002710,
884,19991228,A002720,
885,20040830,A002720,사유미상
886,20040831,A002720,
887,20060626,A002720,사유미상
888,20060703,A002720,
889,20150408,A002720,단기과열 지정
890,20150409,A002720,
891,19991228,A002730,
892,19991228,A002740,
893,20010416,A002740,사유미상
894,20010521,A002740,
895,19991228,A002750,
896,19991228,A002760,
897,20170421,A002760,"주식의 병합, 분할 등 전자등록 변경, 말소"
898,20170511,A002760,
899,19991228,A002780,
900,20020403,A002780,사유미상
901,20020424,A002780,
902,20040329,A002780,사유미상
903,20040330,A002780,
904,20110216,A002780,풍문등관련주가및거래량급변
905,20110217,A002780,
906,20110512,A002780,기타공익과투자자보호및시장관리상
907,20110513,A002780,
908,20120224,A002780,"주식의 병합, 분할 등 전자등록 변경, 말소"
909,20120315,A002780,"기타공익과투자자보호및시장관리상, 주식의 병합, 분할 등 전자등록 변경, 말소"
910,20120417,A002780,
911,20130321,A002780,"주식의 병합, 분할 등 전자등록 변경, 말소"
912,20130410,A002780,
913,20150722,A002780,단기과열 지정
914,20150723,A002780,
915,20170207,A002780,기타공익과투자자보호및시장관리상
916,20170502,A002780,
917,20180205,A002780,기타공익과투자자보호및시장관리상
918,20180228,A002780,
919,19991228,A002790,
920,20060526,A002790,사유미상
921,20060629,A002790,
922,20150422,A002790,"주식의 병합, 분할 등 전자등록 변경, 말소"
923,20150508,A002790,
924,19991228,A002800,
925,19991228,A002810,
926,19991228,A002820,
927,20110420,A002820,"주식의 병합, 분할 등 전자등록 변경, 말소"
928,20110512,A002820,
929,19991228,A002830,
930,19991228,A002840,
931,20101229,A002840,"주식의 병합, 분할 등 전자등록 변경, 말소"
932,20110215,A002840,
933,20190726,A002840,"주식의 병합, 분할 등 전자등록 변경, 말소"
934,20190813,A002840,
935,19991228,A002850,
936,20040213,A002850,사유미상
937,20040413,A002850,
938,19991228,A002860,
939,20000104,A002860,사유미상
940,20021213,A002860,
941,20051129,A002860,사유미상
942,20051213,A002860,
943,19991228,A002870,
944,20170419,A002870,"주식의 병합, 분할 등 전자등록 변경, 말소"
945,20170511,A002870,
946,19991228,A002880,
947,20020503,A002880,사유미상
948,20020506,A002880,
949,20031209,A002880,사유미상
950,20031210,A002880,
951,20040331,A002880,사유미상
952,20040401,A002880,
953,20040910,A002880,사유미상
954,20041004,A002880,
955,20050712,A002880,사유미상
956,20050713,A002880,
957,19991228,A002900,
958,20160414,A002900,"주식의 병합, 분할 등 전자등록 변경, 말소"
959,20160502,A002900,
960,19991228,A002910,
961,19991228,A002920,
962,20050414,A002920,사유미상
963,20050419,A002920,
964,19991228,A002930,
965,20020402,A002930,사유미상
966,20020403,A002930,
967,20020724,A002930,사유미상
968,20020729,A002930,
969,20030325,A002930,사유미상
970,20030326,A002930,
971,20030506,A002930,사유미상
972,20030507,A002930,
973,20040331,A002930,사유미상
974,20040428,A002930,
975,19991228,A002940,
976,20000428,A002940,사유미상
977,20000609,A002940,
978,19991228,A002950,
979,20040428,A002950,사유미상
980,20040511,A002950,
981,19991228,A002960,
982,19991228,A002990,
983,20030421,A002990,사유미상
984,20030422,A002990,
985,20030718,A002990,사유미상
986,20030721,A002990,
987,20100311,A002990,기타공익과투자자보호및시장관리상
988,20100401,A002990,
989,20101104,A002990,"주식의 병합, 분할 등 전자등록 변경, 말소"
990,20101124,A002990,
991,20130115,A002990,단기과열 지정
992,20130116,A002990,
993,20130122,A002990,단기과열 지정
994,20130123,A002990,
995,20130228,A002990,"주식의 병합, 분할 등 전자등록 변경, 말소"
996,20130328,A002990,
997,20190325,A002990,감사의견제한적한정
998,20190326,A002990,
999,19991228,A003000,
1000,19991228,A003010,
1001,19991228,A003020,
1002,20031216,A003020,사유미상
1003,20031217,A003020,
1004,20040323,A003020,사유미상
1005,20040518,A003020,
1006,19991228,A003030,
1007,20010628,A003030,사유미상
1008,20010730,A003030,
1009,20180830,A003030,"주식의 병합, 분할 등 전자등록 변경, 말소"
1010,20181005,A003030,
1011,19991228,A003040,
1012,20040531,A003040,사유미상
1013,20040622,A003040,
1014,20061030,A003040,사유미상
1015,20061122,A003040,
1016,19991228,A003050,
1017,20000113,A003050,사유미상
1018,20000117,A003050,
1019,20041220,A003050,사유미상
1020,20041223,A003050,
1021,19991228,A003060,
1022,20010913,A003060,사유미상
1023,20011016,A003060,
1024,20040917,A003060,사유미상
1025,20041008,A003060,
1026,20060125,A003060,사유미상
1027,20060126,A003060,
1028,20090324,A003060,"주식의 병합, 분할 등 전자등록 변경, 말소"
1029,20090403,A003060,
1030,20090504,A003060,"주식의 병합, 분할 등 전자등록 변경, 말소"
1031,20090527,A003060,
1032,20150703,A003060,단기과열 지정
1033,20150706,A003060,
1034,20150716,A003060,단기과열 지정
1035,20150717,A003060,
1036,20150723,A003060,"주식의 병합, 분할 등 전자등록 변경, 말소"
1037,20150817,A003060,
1038,19991228,A003070,
1039,20140423,A003070,"주식의 병합, 분할 등 전자등록 변경, 말소"
1040,20140523,A003070,
1041,19991228,A003080,
1042,20160421,A003080,"주식의 병합, 분할 등 전자등록 변경, 말소"
1043,20160513,A003080,
1044,19991228,A003090,
1045,20020927,A003090,사유미상
1046,20021024,A003090,
1047,20021025,A003090,사유미상
1048,20021101,A003090,
1049,20170426,A003090,"주식의 병합, 분할 등 전자등록 변경, 말소"
1050,20170518,A003090,
1051,20201221,A003090,투자경고 및 위험(주식)
1052,19991228,A003100,
1053,20020918,A003100,사유미상
1054,20020923,A003100,
1055,19991228,A003110,
1056,20000331,A003110,사유미상
1057,20000403,A003110,
1058,20000516,A003110,사유미상
1059,20000517,A003110,
1060,20001211,A003110,사유미상
1061,20001212,A003110,
1062,20010816,A003110,사유미상
1063,20010817,A003110,
1064,20020117,A003110,사유미상
1065,20020118,A003110,
1066,20020325,A003110,사유미상
1067,20020328,A003110,
1068,19991228,A003120,
1069,20130102,A003120,거래량요건미달
1070,20130103,A003120,
1071,20140102,A003120,거래량요건미달
1072,20140103,A003120,
1073,19991228,A003160,
1074,20121004,A003160,투자경고 및 위험
1075,20121005,A003160,
1076,20121011,A003160,투자경고 및 위험
1077,20121012,A003160,
1078,19991228,A003190,
1079,20030328,A003190,사유미상
1080,20030331,A003190,
1081,20030827,A003190,사유미상
1082,20030922,A003190,
1083,20031222,A003190,사유미상
1084,20031223,A003190,
1085,20040112,A003190,사유미상
1086,20040120,A003190,
1087,20040129,A003190,사유미상
1088,20040130,A003190,
1089,20040806,A003190,사유미상
1090,20040809,A003190,
1091,20041028,A003190,사유미상
1092,20041029,A003190,
1093,20050124,A003190,사유미상
1094,20050322,A003190,
1095,20050819,A003190,사유미상
1096,20050912,A003190,
1097,20060413,A003190,사유미상
1098,20060503,A003190,
1099,20110216,A003190,불성실공시법인지정
1100,20110217,A003190,
1101,20110512,A003190,기타공익과투자자보호및시장관리상
1102,20110513,A003190,
1103,20130322,A003190,풍문등관련주가및거래량급변
1104,20130329,A003190,감사의견거절(발행 ELW 포함)
1105,20130423,A003190,
1106,19991228,A003200,
1107,19991228,A003220,
1108,20021212,A003220,사유미상
1109,20021216,A003220,
1110,20040414,A003220,사유미상
1111,20040430,A003220,
1112,19991228,A003230,
1113,20030721,A003230,사유미상
1114,20030722,A003230,
1115,20050318,A003230,사유미상
1116,20050324,A003230,
1117,19991228,A003240,
1118,20041210,A003240,사유미상
1119,20041213,A003240,
1120,19991228,A003280,
1121,20060417,A003280,사유미상
1122,20060425,A003280,
1123,20190604,A003280,"주식의 병합, 분할 등 전자등록 변경, 말소"
1124,20190624,A003280,
1125,20200331,A003280,"사업, 반기, 분기보고서 미제출, 풍문등관련주가및거래량급변"
1126,20200410,A003280,감사의견거절(발행 ELW 포함)
1127,19991228,A003290,
1128,19991228,A003300,
1129,20180628,A003300,"주식의 병합, 분할 등 전자등록 변경, 말소"
1130,20180806,A003300,
1131,20201209,A003300,"주식의 병합, 분할 등 전자등록 변경, 말소"
1132,20201214,A003300,
1133,19991228,A003310,
1134,20000201,A003310,사유미상
1135,20010402,A003310,
1136,20051024,A003310,사유미상
1137,20051031,A003310,
1138,19991228,A003320,
1139,20010830,A003320,사유미상
1140,20010911,A003320,
1141,19991228,A003330,
1142,20061011,A003330,사유미상
1143,20061027,A003330,
1144,19991228,A003350,
1145,20100428,A003350,"주식의 병합, 분할 등 전자등록 변경, 말소"
1146,20100601,A003350,
1147,20150123,A003350,단기과열 지정
1148,20150126,A003350,
1149,20150402,A003350,단기과열 지정
1150,20150403,A003350,
1151,19991228,A003380,
1152,19991228,A003410,
1153,20010402,A003410,사유미상
1154,20010403,A003410,
1155,20030422,A003410,사유미상
1156,20030423,A003410,
1157,20040702,A003410,사유미상
1158,20040705,A003410,
1159,20051121,A003410,사유미상
1160,20051219,A003410,
1161,20120510,A003410,기타공익과투자자보호및시장관리상
1162,20120530,A003410,
1163,20180706,A003410,"주식의 병합, 분할 등 전자등록 변경, 말소"
1164,20180711,A003410,
1165,20201112,A003410,"주식의 병합, 분할 등 전자등록 변경, 말소"
1166,20201204,A003410,
1167,19991228,A003430,
1168,19991228,A003450,
1169,20161017,A003450,"주식의 병합, 분할 등 전자등록 변경, 말소"
1170,20161101,A003450,
1171,19991228,A003460,
1172,20200409,A003460,"주식의 병합, 분할 등 전자등록 변경, 말소"
1173,20200414,A003460,
1174,19991228,A003470,
1175,19991228,A003480,
1176,19991228,A003490,
1177,20130730,A003490,"주식의 병합, 분할 등 전자등록 변경, 말소"
1178,20130916,A003490,
1179,19991228,A003500,
1180,19991228,A003520,
1181,20001211,A003520,사유미상
1182,20010108,A003520,
1183,20040219,A003520,사유미상
1184,20040305,A003520,
1185,19991228,A003530,
1186,19991228,A003540,
1187,19991228,A003550,
1188,20010329,A003550,사유미상
1189,20010425,A003550,
1190,20020730,A003550,사유미상
1191,20020819,A003550,
1192,20040629,A003550,사유미상
1193,20040805,A003550,
1194,19991228,A003560,
1195,20011129,A003560,사유미상
1196,20011221,A003560,
1197,20020124,A003560,사유미상
1198,20020128,A003560,
1199,20031204,A003560,사유미상
1200,20031219,A003560,
1201,20141021,A003560,기타공익과투자자보호
1202,20141022,A003560,
1203,19991228,A003570,
1204,20000406,A003570,사유미상
1205,20000428,A003570,
1206,20030313,A003570,사유미상
1207,20030331,A003570,
1208,20060322,A003570,사유미상
1209,20060405,A003570,
1210,19991228,A003580,
1211,20160929,A003580,"주식의 병합, 분할 등 전자등록 변경, 말소"
1212,20161019,A003580,
1213,20170818,A003580,"주식의 병합, 분할 등 전자등록 변경, 말소"
1214,20170908,A003580,
1215,19991228,A003590,
1216,20020826,A003590,사유미상
1217,20020827,A003590,
1218,20021029,A003590,사유미상
1219,20021031,A003590,
1220,20030701,A003590,사유미상
1221,20030702,A003590,
1222,20030829,A003590,사유미상
1223,20040105,A003590,
1224,20040611,A003590,사유미상
1225,20040712,A003590,
1226,19991228,A003600,
1227,20030411,A003600,사유미상
1228,20030414,A003600,
1229,20150730,A003600,"주식의 병합, 분할 등 전자등록 변경, 말소"
1230,20150817,A003600,
1231,19991228,A003610,
1232,20190124,A003610,"주식의 병합, 분할 등 전자등록 변경, 말소"
1233,20190129,A003610,
1234,19991228,A003620,
1235,20000217,A003620,사유미상
1236,20000308,A003620,
1237,20010402,A003620,사유미상
1238,20010403,A003620,
1239,20020603,A003620,사유미상
1240,20020627,A003620,
1241,20091223,A003620,"주식의 병합, 분할 등 전자등록 변경, 말소"
1242,20100212,A003620,
1243,20200818,A003620,반기검토의견 의견거절
1244,20200819,A003620,
1245,19991228,A003640,
1246,20010402,A003640,사유미상
1247,20010403,A003640,
1248,20141226,A003640,"주식의 병합, 분할 등 전자등록 변경, 말소"
1249,20150116,A003640,
1250,19991228,A003650,
1251,19991228,A003660,
1252,20020426,A003660,사유미상
1253,20020527,A003660,
1254,19991228,A003670,
1255,20150416,A003670,"주식의 병합, 분할 등 전자등록 변경, 말소"
1256,20150504,A003670,
1257,19991228,A003680,
1258,19991228,A003690,
1259,20040715,A003690,사유미상
1260,20040720,A003690,
1261,19991228,A003700,
1262,19991228,A003720,
1263,20030530,A003720,사유미상
1264,20030602,A003720,
1265,20110418,A003720,"주식의 병합, 분할 등 전자등록 변경, 말소"
1266,20110504,A003720,
1267,19991228,A003780,
1268,20010102,A003780,사유미상
1269,20010122,A003780,
1270,20050623,A003780,사유미상
1271,20050629,A003780,
1272,19991228,A003800,
1273,20181017,A003800,"주식의 병합, 분할 등 전자등록 변경, 말소"
1274,20181022,A003800,
1275,19991228,A003810,
1276,20001222,A003810,사유미상
1277,20010323,A003810,
1278,20010427,A003810,사유미상
1279,20010502,A003810,
1280,19991228,A003830,
1281,20090401,A003830,주식분포상황요건미비
1282,20090402,A003830,
1283,19991228,A003840,
1284,19991228,A003850,
1285,20100415,A003850,"주식의 병합, 분할 등 전자등록 변경, 말소"
1286,20100429,A003850,
1287,20180425,A003850,"주식의 병합, 분할 등 전자등록 변경, 말소"
1288,20180430,A003850,
1289,19991228,A003860,
1290,19991228,A003890,
1291,19991228,A003900,
1292,20020214,A003900,사유미상
1293,20020218,A003900,
1294,20020923,A003900,사유미상
1295,20020930,A003900,
1296,20021024,A003900,사유미상
1297,20021119,A003900,
1298,20021212,A003900,사유미상
1299,20021216,A003900,
1300,20030331,A003900,사유미상
1301,20040302,A003900,
1302,19991228,A003920,
1303,19991228,A003930,
1304,20011123,A003930,사유미상
1305,20011219,A003930,
1306,20020403,A003930,사유미상
1307,20020408,A003930,
1308,20040329,A003930,사유미상
1309,20040618,A003930,
1310,19991228,A003940,
1311,20130227,A003940,"주식의 병합, 분할 등 전자등록 변경, 말소"
1312,20130325,A003940,
1313,20150417,A003940,단기과열 지정
1314,20150420,A003940,
1315,20151229,A003940,"주식의 병합, 분할 등 전자등록 변경, 말소"
1316,20160121,A003940,
1317,19991228,A003960,
1318,20030307,A003960,사유미상
1319,20030328,A003960,
1320,20031103,A003960,사유미상
1321,20031104,A003960,
1322,20040611,A003960,사유미상
1323,20040630,A003960,
1324,20050428,A003960,사유미상
1325,20050630,A003960,
1326,20130402,A003960,주식분포상황요건미비
1327,20130403,A003960,
1328,19991228,A003970,
1329,19991228,A003990,
1330,20051228,A003990,사유미상
1331,20060119,A003990,
1332,20060329,A003990,사유미상
1333,20060331,A003990,
1334,20090324,A003990,감사의견거절(발행 ELW 포함)
1335,20090403,A003990,
1336,19991228,A004000,
1337,19991228,A004010,
1338,20020919,A004010,사유미상
1339,20021016,A004010,
1340,20121227,A004010,"주식의 병합, 분할 등 전자등록 변경, 말소"
1341,20130122,A004010,
1342,19991228,A004020,
1343,19991228,A004060,
1344,20000904,A004060,사유미상
1345,20000906,A004060,
1346,20010119,A004060,사유미상
1347,20010223,A004060,
1348,20100428,A004060,"주식의 병합, 분할 등 전자등록 변경, 말소"
1349,20100514,A004060,
1350,19991228,A004080,
1351,19991228,A004090,
1352,19991228,A004100,
1353,20150429,A004100,"주식의 병합, 분할 등 전자등록 변경, 말소"
