ticker,init_listed_dt
A049550,20020226
A900340,20181130
A228340,20160406
A010660,19881212
A290660,20181128
A038010,20000107
A255220,20180126
A267790,20180201
A051780,20010622
A131760,20150817
A189690,20150211
A027040,19991201
A010470,20001020
A041650,20011113
A052860,20091006
A039670,20040114
A300080,20190717
A037350,20000111
A078940,20040825
A115500,20100414
A017480,20010105
A293580,20181004
A222980,20151223
A100660,20111219
A003010,19880920
A108860,20091210
A054540,20011113
A023150,19961224
A033170,20101126
A039290,20060704
A080010,20050930
A015540,19890902
A032800,19970626
A017370,20010807
A053260,20020102
A039010,20000718
A089850,20100618
A222810,20150813
A066670,20021226
A002680,19950630
A066360,20171204
A083650,20051202
A000590,19751222
A264850,20170601
A025820,19950818
A131090,20111221
A094840,20080711
A019590,19890307
A011560,19961223
A009180,19891113
A039420,20020308
A900290,20161025
A192410,20140814
A204630,20141229
A307180,20181221
A052460,20041229
A027580,20071001
A004090,19770625
A021040,19960820
A097870,20080408
A021650,20030122
A079950,20050202
A105330,20090929
A090080,20060602
A032750,19970714
A060540,20061128
A044380,20061115
A036480,20000331
A092200,20071018
A263920,20170928
A062970,20191226
A104040,20090123
A111820,20100618
A182690,20131011
A031310,19970725
A032860,19970704
A039610,20000314
A014190,19951028
A099440,20090526
A010400,20180914
A308100,20190610
A311390,20190822
A038950,20000502
A101170,20090428
A039020,20000502
A013360,19891202
A080520,20071008
A008870,19900608
A234920,20160906
A115310,20100209
A096640,20091218
A246720,20170320
A003780,19730626
A017510,19911218
A254120,20161202
A204020,20180723
A006570,19751120
A024840,19941222
A220180,20150629
A171090,20170920
A218150,20150618
A317870,20191024
A069410,20070620
A045510,20000905
A257370,20180913
A318000,20190801
A196450,20140602
A059120,20130701
A075970,20040211
A046110,20060120
A080470,20061103
A091340,20070730
A154030,20140708
A051630,20010129
A073070,20040126
A006920,19881229
A009620,19931130
A044480,20010109
A134060,20110427
A114630,20100115
A016920,19891228
A122690,20100525
A060260,20020201
A147830,20120213
A010280,20000411
A024900,19970623
A002820,19760522
A000440,19930317
A005010,19730629
A041590,20021030
A900120,20100331
A037760,20000404
A263810,20171016
A007610,19891130
A076080,20080718
A203450,20140723
A100030,20100525
A024740,19961129
A023810,19941031
A037440,20000201
A006660,19871128
A091970,20070130
A050860,20100126
A263860,20170802
A012170,19891220
A087600,20150612
A332370,20200824
A072130,20030701
A007630,19881024
A054940,20011211
A040610,20000425
A003680,19890126
A018470,19881122
A128660,20101213
A109070,20090317
A073010,20041215
A071850,20140527
A900270,20160818
A038620,20000502
A011700,19870724
A208370,20141217
A048770,20010112
A008370,19921211
A088790,20060328
A215480,20150513
A096610,20071120
A072770,20070725
A277410,20170929
A054630,20011109
A024830,19941222
A221980,20151119
A001000,19940621
A168330,20131031
A030350,19971110
A024850,20010116
A115530,20111102
A025560,19961122
A036620,20000107
A023350,20110428
A290270,20180802
A140520,20141205
A067920,20100804
A000950,19681021
A127710,20150731
A019540,19921027
A085810,20131206
A086060,20060428
A046310,20020201
A075130,20050610
A049830,20010116
A085670,20060117
A037400,19991214
A082660,20051005
A154040,20131227
A317830,20190814
A105550,20140711
A038110,20000321
A049800,20010724
A101000,20091106
A028080,19970416
A039310,20000607
A029480,19960820
A039240,20000303
A048470,20020108
A014100,19941222
A190650,20191120
A279600,20171110
A053290,20021206
A110020,20181214
A060300,20020108
A106080,20100209
A002290,19921123
A019570,19890307
A053050,20011009
A066910,20050105
A054040,20020111
A119500,20100917
A208710,20141224
A039980,20020809
A079650,20050119
A010770,19860331
A208860,20160728
A063760,20150428
A213090,20151201
A320000,20190918
A098120,20080923
A900280,20161019
A126640,20100831
A007530,19940729
A035200,20020111
A064480,20080604
A046070,20001221
A001620,19900915
A109080,20110712
A131180,20110131
A007120,19991126
A094970,20071012
A065770,20040602
A049120,20010724
A123700,20100531
A019180,19960731
A900260,20160630
A006880,20131121
A114190,20091120
A050320,20020111
A069640,20110621
A060480,20141229
A011230,19870525
A076610,20131106
A011080,20040630
A092300,20071024
A023790,19941031
A045300,20011214
A046970,20121127
A008110,19900605
A008470,20110223
A138070,20111128
A310200,20181221
A123750,20100702
A051390,20011113
A030720,19961122
A067730,20150729
A101730,20090603
A053270,20020205
A006200,19791130
A009810,19880831
A005820,19900420
A002220,19881007
A015260,19880118
A086250,20061110
A025530,19970212
A208350,20141224
A080530,20100105
A136510,20111118
A085910,20071001
A227610,20170712
A032580,19970422
A000760,19940429
A128540,20181205
A049470,20011009
A054930,20020111
A297570,20180720
A317770,20190801
A032960,19970718
A004100,19760525
A032540,19970416
A017000,19941130
A184230,20131220
A090150,20061020
A064510,20180315
A065690,20020712
A019990,20060201
A900300,20161104
A226400,20160504
A065420,20020820
A045340,20020716
A043710,20020709
A181340,20170726
A001210,19731115
A081580,20071012
A177350,20130701
A099410,20091110
A069140,20101026
A073190,20040204
A032080,20001024
A035460,19991116
A053110,20011005
A237750,20160704
A187790,20140508
A079000,20051115
A066790,20030528
A011420,19891114
A317850,20190724
A025880,19950630
A048830,20001010
A012620,19940621
A065440,20030124
A054300,20020108
A079170,20050125
A212560,20151118
A024070,19961122
A024940,19941228
A056090,20151112
A223310,20151224
A071090,20030217
A070590,20040106
A021880,19960826
A084870,20051219
A014910,19900324
A009140,19890620
A045890,20051128
A159910,20121227
A115570,20100127
A307750,20181219
A033050,19970818
A263540,20170915
A025870,19950630
A010640,19890930
A093640,20071019
A071950,20050804
A225590,20151005
A002690,20150924
A083470,20080918
A072950,20120321
A070300,20100609
A192390,20140725
A043590,20011218
A026040,19991218
A018500,19951110
A161570,20131113
A036180,19991218
A007770,19920831
A005030,19751226
A032280,19970315
A275630,20180806
A010420,19890531
A217190,20150925
A197140,20140530
A067770,20040107
A052770,20020820
A093380,20070601
A064090,20021213
A114120,20100721
A317530,20191029
A017250,19951227
A044780,20000905
A153460,20120719
A101390,20080723
A130740,20110208
A189860,20141224
A035290,19991204
A003280,19760629
A060380,20020201
A319400,20190508
A900070,20091223
A001420,19750624
A101400,20090331
A091440,20080201
A059100,20081216
A054410,20020423
A900110,20100423
A187270,20140808
A008830,19910510
A056000,20030709
A175140,20150923
A123330,20110803
A066430,20021220
A087730,20080404
A015020,19881223
A098660,20090417
A033110,19970818
A009730,19900720
A134580,20131126
A039740,20000704
A191410,20151224
A066110,20020712
A002420,19681227
A196700,20150824
A001770,19881123
A084180,20051216
A020400,19930723
A900080,20091204
A033430,19980525
A044180,20001114
A101670,20080715
A127160,20131220
A113810,20121122
A026910,19951227
A043100,20000804
A004920,19891130
A043360,20010718
A215090,20150428
A019490,19981104
A058450,20020115
A096870,20080502
A011300,19951110
A053660,20020208
A058530,20020201
A008500,19940812
A227100,20181115
A121850,20120927
A039230,20000620
A115610,20100226
A010580,19941227
A141020,20130129
A160600,20150626
A053060,20010814
A103230,20090805
A025890,19970718
A058420,20020108
A323940,20190624
A291230,20180913
A050540,20051212
A033790,20010622
A359090,20200923
A101680,20090519
A340360,20191219
A052190,20010619
A328380,20190820
A342550,20200130
A309930,20181220
A322780,20190531
A028040,19960720
A069330,20030813
A317240,20190429
A367340,20201209
A336060,20191128
A336570,20191219
A340350,20200311
A317030,20190327
A355150,20200918
A317320,20190503
A351340,20200715
A332290,20191011
A353490,20200828
A058220,20050805
A038160,20160801
A307280,20181205
A307070,20181207
A291210,20180511
A340120,20191223
A333050,20191031
A341160,20200130
A307870,20181212
A307160,20181130
A340440,20191227
A313750,20190321
A226350,20160203
A351320,20200622
A323230,20190619
A332710,20191101
A333430,20191106
A353190,20200617
A353070,20200729
A287410,20180508
A330990,20190930
A344050,20200212
A337450,20191204
A195440,20161221
A343510,20200723
A331380,20190927
A331520,20191029
A329560,20190830
A310870,20181220
A311270,20181226
A033600,20001117
A349720,20200520
A323280,20190624
A310840,20181224
A121890,20100716
A321260,20190531
A114570,20100204
A080440,20050511
A335870,20191209
A323210,20190715
A347140,20200324
A158310,20130403
A000010,19560303
A000030,19560303
A000090,19890126
A000110,19560303
A000130,19560303
A000160,19610713
A000170,19751213
A000200,19660318
A000280,19731108
A000310,19720501
A000330,19731228
A000360,19730903
A000380,19930723
A000420,19880805
A000450,19890308
A000470,19750630
A000510,19740628
A000530,19960701
A000550,19960701
A000570,19751227
A000600,19960701
A000610,19760605
A000730,19690207
A000830,19751212
A000840,19881013
A000870,19960701
A000900,19760305
A000930,19730808
A001030,19620713
A001090,19750930
A001150,19741126
A001160,19780828
A001170,19881014
A001190,19881020
A001280,19880726
A001300,19750515
A001350,19770630
A001370,19880525
A001400,19760608
A001580,19881026
A001600,19891116
A001610,19751227
A001670,19751227
A001690,19721017
A001700,19771224
A001830,19770930
A001910,19960701
A001920,19770921
A001930,19770630
A001950,19681227
A001980,19900116
A001990,19960701
A002000,19690627
A002010,19681227
A002050,19771217
A002080,19760526
A002130,19890725
A002180,19780818
A002190,19960701
A002250,19731110
A002300,19710623
A002340,19890930
A002440,19700521
A002530,19750630
A002540,19891012
A002550,19760705
A002610,19700413
A002670,19941228
A002730,19861129
A002740,19760602
A002750,19960701
A002830,19960701
A002850,19770629
A002860,19620713
A002910,19940916
A002930,19760428
A002940,19841105
A002950,19751209
A003020,19770527
A003040,19760318
A003050,19890313
A003110,19760629
A003190,19760630
A003290,19880908
A003320,19891020
A003330,19861125
A003430,19951113
A003450,19750930
A003500,19731228
A003590,19860429
A003600,19841112
A003640,19730630
A003660,19870123
A003700,19960701
A003810,19730810
A003840,19890908
A003860,19960701
A003890,19960701
A003900,19790215
A003930,19760630
A003940,19870626
A003970,19750630
A003990,19761227
A004010,19751212
A004110,19890121
A004130,19870810
A004190,19770622
A004200,19781030
A004210,19780628
A004230,19780728
A004260,19780923
A004280,19881020
A004290,19770517
A004320,19911129
A004390,19740330
A004460,19780802
A004480,19960701
A004510,19961016
A004520,19960701
A004530,19880618
A004550,19780731
A004600,19750912
A004620,19880519
A004660,19770630
A004730,19730824
A004740,19880922
A004750,19960701
A004790,19951216
A004820,19900604
A004940,19940404
A005000,19760630
A005020,19690513
A005040,19880907
A005060,19870529
A005100,19911223
A005270,19720512
A005280,19720615
A005330,19890530
A005350,19880812
A005410,19881224
A005450,19780728
A005470,19960701
A005510,19720626
A005560,19840309
A005580,19761228
A005600,19900309
A005620,19761228
A005650,19960701
A005660,19780828
A005760,19760401
A005770,19730226
A005790,19880125
A005890,19861224
A005980,19950317
A006000,19960701
A006070,19890620
A006150,19940812
A006160,19880524
A006210,19770629
A006240,19881005
A006250,19880929
A006270,19740731
A006290,19870910
A006300,19930309
A006320,19720320
A006350,19720322
A006510,19811221
A006520,19960701
A006540,19960701
A006590,19720320
A006600,19870801
A006610,19720615
A006750,19891109
A006790,19900118
A006860,19960701
A006900,19910212
A007000,19900305
A007020,19960701
A007050,19751227
A007090,19951113
A007100,19780630
A007140,19960701
A007170,19891218
A007190,19740624
A007200,19850409
A007230,19770527
A007240,19740330
A007260,19960701
A007360,19720605
A007380,19900718
A007410,19840121
A007420,19900224
A007480,19910830
A007490,19761228
A007560,19960701
A007790,19881226
A007800,19961119
A007830,19931124
A007840,19960701
A007850,19960701
A007910,19961224
A007990,19960701
A008000,19770630
A008010,19960701
A008020,19940812
A008030,20000331
A008050,19960701
A008080,19871221
A008100,19880910
A008160,19960701
A008170,19960701
A008190,19890830
A008270,19950317
A008320,19890929
A008330,19960701
A008400,19871118
A008410,19960701
A008430,19960701
A008440,19880620
A008480,19870724
A008530,19760426
A008540,19900116
A008580,19960701
A008640,19891222
A008650,19891201
A008670,19861219
A008680,19960701
A008720,19760626
A008750,19770630
A008780,19921230
A008810,19730928
A008860,19960701
A008890,19740716
A008900,19840919
A008920,19960701
A008950,19891201
A008960,19960701
A008980,19750630
A008990,19740909
A009010,19931222
A009030,19740610
A009050,19870925
A009080,19770630
A009220,19940930
A009330,19891111
A009360,19900129
A009380,19950818
A009590,19960701
A009650,19771201
A009690,19900129
A009720,19951221
A009760,19880728
A009840,19890801
A009890,19841213
A009940,19890905
A009950,19960701
A009990,19880621
A010000,19780929
A010030,19880121
A010110,19851113
A010200,19890603
A010220,19750329
A010330,19880808
A010460,19880915
A010510,19880618
A010520,19890929
A010530,19770604
A010670,19931214
A010730,19900609
A010810,19970806
A010910,19890803
A010920,19960701
A010970,19890726
A011020,19880706
A011050,19880901
A011160,19960130
A011180,19890126
A011260,19940329
A011290,19880728
A011360,19960701
A011400,19910212
A011450,19960130
A011470,19900418
A011510,19940812
A011520,19960701
A011540,19900915
A011650,19950818
A011720,19890530
A011770,19960701
A011800,19900714
A011820,19880902
A011840,19890728
A011860,19960701
A011880,19881010
A011890,19960701
A011900,19960701
A011920,19960701
A011940,19891106
A011960,19891016
A012010,19951113
A012090,19910222
A012150,19880920
A012190,19840207
A012220,19890822
A012250,19930205
A012260,19870923
A012270,19890825
A012360,19960701
A012400,19880615
A012410,19890929
A012420,19940916
A012460,19940930
A012470,19890929
A012500,19780630
A012540,19960701
A012650,19930121
A012710,19940916
A012720,19890822
A012830,19890726
A012910,19900714
A012990,20010718
A013040,19880901
A013070,19880909
A013200,19970212
A013210,19960701
A013240,19960731
A013250,19961119
A013320,19951113
A013340,19890830
A013450,19990609
A013630,19940627
A013650,19930827
A013690,19960701
A013730,19960701
A013780,19970818
A013820,19890621
A013850,19951113
A014010,19890621
A014040,19891201
A014080,19940131
A014090,19951113
A014150,19890909
A014210,19960701
A014250,19970107
A014270,19960701
A014300,19940114
A014340,19960701
A014350,19891111
A014380,19960701
A014390,19880118
A014400,19880525
A014420,19931029
A014430,19881021
A014450,19881026
A014490,19880615
A014590,19960924
A014660,19960701
A014740,19840529
A014900,19891219
A014980,19850325
A015050,19931230
A015060,19941228
A015080,19881029
A015110,19941105
A015170,20000822
A015180,19960701
A015340,19871128
A015390,20010807
A015530,19960701
A015580,19891128
A015620,19880330
A015650,19880719
A015670,19910208
A015730,19930120
A015780,19890825
A015880,19941105
A015910,19960701
A015920,19960701
A015940,19930130
A015980,19890830
A016040,19931130
A016070,19900914
A016140,19940311
A016160,19890626
A016170,20010109
A016230,19960701
A016310,19960701
A016350,19880506
A016390,19880305
A016420,19880328
A016430,19870623
A016480,19881004
A016500,19880629
A016510,19941227
A016550,19890825
A016560,19961119
A016570,19880922
A016620,19960701
A016640,19900120
A016680,19880502
A016690,19880627
A016830,19891111
A016890,19991112
A016970,19890912
A016990,20001219
A017010,20030124
A017050,19940621
A017070,19900309
A017090,19911007
A017110,19880328
A017120,19891218
A017160,19920831
A017170,19950708
A017210,19910722
A017300,19951110
A017320,19890605
A017410,19960701
A017620,19951113
A017680,19930827
A017740,19951113
A018020,19961119
A018180,19930527
A018230,19960701
A018380,19960701
A018410,19890725
A018480,19960701
A018550,19940429
A018570,19960731
A018590,19971028
A018720,19951113
A018740,19960701
A018840,19960701
A018860,19960701
A018890,19921211
A018910,19960701
A019120,19921211
A019230,19960701
A019260,19920325
A019300,19950818
A019380,19900402
A019430,19891201
A019460,19960701
A019530,19960701
A019560,19991201
A019640,19930910
A019730,19960701
A019930,19991118
A020070,19941222
A020100,19960701
A020490,19970117
A020620,19960701
A020860,19910318
A020880,19960701
A021060,20000613
A021090,19931029
A021170,19961122
A021220,19960701
A021310,19960701
A021570,19891216
A021600,19960701
A021610,19960701
A021660,19960701
A021740,19921222
A021870,19960701
A021930,19941031
A021960,19961119
A022020,19960701
A022060,19990811
A022130,19960701
A022510,19970818
A022520,20010911
A022610,19940729
A022770,19951113
A022780,19940531
A022870,19930331
A023020,20000718
A023130,19940930
A023140,19960701
A023420,19940930
A023430,19940930
A023580,19960701
A023670,20010109
A023710,19960701
A023780,19941031
A023880,19960701
A023920,19960701
A024080,19941130
A024100,19970212
A024660,19970806
A024820,19960701
A024860,19960701
A024870,19970827
A024930,19960701
A024960,19950317
A025080,19950125
A025090,19960701
A025150,19951211
A025220,19960701
A025270,19950320
A025340,20000502
A025450,19950515
A025460,20030127
A025610,19950317
A025690,19970704
A025830,19951005
A025840,19951005
A025850,19951110
A025910,19960701
A025920,19950731
A025930,19970827
A025940,19960701
A025960,19960701
A025970,19950831
A026180,20000804
A026220,19950929
A026230,19950929
A026240,19950929
A026250,19951028
A026260,19960924
A026540,20000616
A026870,19951221
A026900,19960701
A026920,19960701
A026930,19960701
A026950,19960701
A027350,19960629
A027390,19960130
A027440,19960229
A027450,19960701
A027460,19960307
A027560,20010109
A027610,19960924
A027840,19971125
A027890,19960530
A028090,19961129
A029470,19960902
A029890,19961109
A030030,20011130
A030270,19970117
A030390,19970212
A030420,19970704
A030700,19991218
A030710,19961119
A030970,19961024
A031090,19970123
A031150,20000630
A031800,19970315
A031920,19961223
A031950,19961223
A031960,19961223
A031970,19970107
A031990,19970107
A032030,19970123
A032050,19970123
A032150,19970117
A032180,20000414
A032290,19970315
A032380,19991120
A032390,19991204
A032420,19970422
A032570,19970422
A032590,19970502
A032600,19970502
A032610,19970502
A032710,20020422
A032780,19970626
A032930,19970714
A032970,19970806
A033020,20010508
A033040,19970818
A033070,19970818
A033190,19971110
A033210,19971013
A033220,19971013
A033260,20010131
A033280,19971110
A033300,19971110
A033330,19971103
A033350,19971103
A033510,19971219
A033630,19981111
A033720,20000623
A033850,19980525
A033880,19981012
A034010,20000425
A034510,20000411
A034600,19991204
A034660,19990512
A034750,19990609
A034970,19990512
A034980,20000711
A035010,19990609
A035210,19990825
A035270,19990811
A035400,19990825
A035450,19991109
A035480,19991116
A035500,19990714
A035710,19991109
A035780,20000111
A035830,19991201
A035870,20000623
A035910,19991120
A035950,19991218
A035960,19991201
A036020,19991201
A036210,19991112
A036270,20000118
A036280,19991218
A036360,20010116
A036500,19991211
A036550,20030103
A036590,20010508
A036600,20000107
A036610,19991204
A036660,20000613
A036720,20011106
A036760,19991208
A036790,19991214
A036820,19991208
A036850,19991123
A036880,19991204
A036900,20000107
A036910,19991109
A036920,19991218
A037010,19991218
A037020,19991112
A037060,20010810
A037110,20000707
A037120,19991116
A037150,19991222
A037200,19991224
A037220,19991123
A037240,19991211
A037250,19991204
A037280,20000225
A037320,20020913
A037380,20000125
A037410,19991218
A037540,19991218
A037550,20020115
A037600,19991222
A037620,20060215
A037630,19991222
A037650,19991222
A037700,19991222
A037730,20000721
A037740,20000229
A037750,20001107
A037830,20020201
A038050,20020108
A038100,20000111
A038120,20000822
A038320,20020419
A038400,20011221
A038410,20060725
A038690,20000627
A038720,20010116
A038810,20000504
A038830,20000829
A038920,20000704
A038960,20010511
A038980,20000630
A039000,20020129
A039040,20000317
A039060,20010615
A039350,20001205
A039390,20000721
A039500,20000314
A039530,20000317
A039580,20000704
A039790,20000721
A039850,20000707
A039870,20000816
A039990,20000609
A040020,20000711
A040130,20000428
A040180,20000718
A040670,20000816
A040740,20040126
A040750,20001201
A040780,20000623
A041030,20000526
A041060,20000602
A041310,20000504
A041320,20000804
A041450,20000718
A041550,20000707
A041630,20020111
A041800,20011211
A041940,20010720
A042100,20020726
A042340,20000620
A042470,20000714
A042570,20001017
A042820,20000707
A042870,20000623
A042960,20000707
A043580,20010731
A043630,20000630
A043680,20000725
A043690,20010626
A043790,20000613
A043890,20000808
A044070,20041117
A044370,20000711
A044440,20000801
A044570,20011226
A044640,20010109
A044770,20000627
A045050,20010731
A045240,20010803
A045260,20011106
A045290,20040102
A045310,20020108
A045380,20001205
A045400,20010814
A045470,20000725
A045710,20060703
A045820,20081127
A045880,20020205
A045920,20001004
A046000,20010109
A046240,20001103
A046320,20010406
A046350,20000822
A046430,20020521
A046720,20021008
A046810,20000816
A046930,20000816
A047060,20000906
A047370,20010525
A047440,20011116
A047450,20001121
A047600,20010109
A047610,20001208
A047710,20010718
A047940,20010619
A048130,20011120
A048140,20010424
A048150,20021101
A048270,20030122
A048460,20001212
A048510,20010612
A048540,20010727
A048640,20010105
A048760,20001010
A049000,20001229
A049370,20020201
A049690,20020104
A049790,20010209
A050050,20001219
A050470,20020419
A050600,20010619
A050640,20050805
A051170,20011019
A051310,20071129
A051530,20010629
A051710,20040616
A051820,20051111
A052210,20021218
A052270,20010601
A052290,20010529
A052310,20010522
A052350,20010718
A052560,20010706
A052640,20010727
A052650,20011214
A052810,20011211
A052970,20020712
A053000,20020624
A053040,20010807
A053070,20010803
A053170,20020108
A053200,20011221
A053250,20010718
A053320,20020102
A053330,20011030
A053440,20010817
A053470,20010727
A053740,20030319
A053810,20020716
A053870,20011211
A053890,20020503
A053960,20011109
A054010,20011019
A054020,20020503
A054080,20011005
A054120,20020614
A054150,20011106
A054170,20011009
A054250,20011218
A054340,20020108
A054370,20011116
A054440,20011120
A054530,20010824
A054650,20020108
A054790,20011204
A055000,20011214
A055250,20011204
A055810,20031105
A055970,20030730
A056010,20020809
A056020,20030702
A056060,20020111
A056140,20011218
A056200,20020125
A056340,20021106
A056500,20020531
A056710,20020108
A056810,20020111
A056850,20011218
A057100,20021113
A057110,20020108
A057330,20011218
A058370,20020215
A058480,20020111
A058550,20020503
A058680,20020607
A058690,20031224
A058900,20041027
A059720,20020115
A060000,20011109
A060410,20020503
A060550,20020226
A060660,20020219
A060670,20030613
A060750,20020409
A060840,20020205
A061050,20030102
A061140,20041027
A061460,20020409
A062730,20030521
A063280,20060704
A063350,20030917
A063510,20011224
A064060,20020726
A064420,20020621
A064720,20030702
A065160,20020726
A065270,20021021
A065340,20020924
A065410,20020730
A065610,20021204
A065810,20030210
A065910,20030108
A065940,20030103
A066060,20020813
A066200,20030609
A066270,20031105
A066300,20020923
A066330,20020515
A066340,20030205
A066350,20030117
A066480,20021101
A066690,20081006
A066850,20030804
A066930,20030122
A067250,20031027
A067850,20051005
A067950,20040119
A068060,20030124
A068150,20030716
A068630,20051027
A068770,20050518
A068870,20020816
A069470,20021111
A071360,20031022
A071530,20040213
A071660,20051018
A071930,20040114
A072530,20031203
A073130,20050117
A073780,20040514
A073930,20080326
A074130,20050727
A074140,20060801
A074150,20050708
A076090,20050726
A076170,20040116
A077280,20040531
A077960,20041027
A078610,20050504
A078670,20070727
A078700,20041027
A078780,20051129
A079340,20050719
A079440,20170511
A079560,20051227
A079660,20040921
A079870,20050715
A080140,20050525
A080570,20050117
A081090,20071114
A081220,20080523
A081500,20060721
A081970,20070820
A082390,20050726
A082930,20080425
A084450,20071120
A084810,20060627
A085680,20060125
A085990,20060523
A086200,20060607
A086710,
A086830,20061227
A087220,20091027
A088020,20061219
A088700,20080125
A088810,20060417
A088960,20060630
A089240,20061222
A089480,20060822
A090090,20060612
A090120,20070522
A090730,20081017
A091690,20070704
A094190,20071029
A095300,20090417
A098400,20080130
A099660,20090430
A099830,20110124
A101990,20080609
A103130,20100630
A103150,20080730
A103160,20080729
A104110,20080901
A104120,20080901
A105070,20100202
A108070,20090310
A108790,20140206
A110310,20090925
A110500,20110617
A110570,20111014
A111610,20100106
A112240,20111130
A114410,20091217
A117930,20091229
A121910,20100303
A121950,20100312
A122290,20100325
A122750,20100511
A122800,20101126
A123100,20111101
A123160,20100611
A123260,20111205
A123290,20100824
A123300,20101029
A123550,20100824
A123910,20100824
A124050,20100709
A126680,20101222
A128910,20101208
A130960,20101015
A134780,20110810
A149940,20120925
A155960,20130213
A158380,20130430
A192520,20140522
A192530,20140522
A194510,20141121
A194610,20140610
A197210,20140926
A204440,20141022
A204650,20141124
A204760,20141110
A204990,20150403
A206660,20150205
A207720,20141217
A207930,20150331
A208870,20141224
A215580,20150519
A215750,20150522
A217810,20150612
A218710,20150706
A219580,20150630
A219860,20150720
A219960,20150717
A221200,20150909
A221950,20150821
A222390,20150805
A223040,20150827
A225440,20151019
A225650,20150904
A226850,20151029
A230490,20151218
A232270,20160229
A232330,20161116
A235010,20160304
A236810,
A240540,20160622
A257730,20170223
A262830,20170303
A264290,20170502
A265480,20170526
A265920,20170608
A271740,20170724
A276920,20171110
A277480,20171020
A277810,
A279410,20171127
A281410,20171221
A300090,
A321820,
A335810,20201222
A347860,20201221
A348030,
A353060,20201216
A357550,20201223
A360190,
A365550,20201223
A365590,20201221
A367460,20201228
A367480,
A368770,
A369370,20201223
A900010,20070817
A900020,20080129
A900030,20081204
A900040,20090529
A900050,20090522
A900060,20090327
A900090,20100205
A900130,20100723
A900150,20100915
A900180,20110613
A950010,20071126
A950030,20090424
A950070,20110125
A950100,20120430
A950210,
