,std_dt,symbol,issued_sh
30887,20011011,A054170,10000000
30888,20040409,A054170,10859725
30889,20060320,A054170,12772590
30890,20080617,A054170,13476634
30891,20080627,A054170,13587181
30892,20080722,A054170,13643635
30893,20090616,A054170,13647128
30894,20090623,A054170,14017728
30895,20090908,A054170,15763863
30896,20091001,A054170,17303012
30897,20091110,A054170,17327951
30898,20091118,A054170,17689394
30899,20091124,A054170,17773610
30900,20091216,A054170,18014572
30901,20100119,A054170,18183124
30902,20100125,A054170,18424087
30903,20100415,A054170,19105087
30904,20100611,A054170,20239997
30905,20110429,A054170,0
30906,19991228,A054180,0
30907,20011016,A054180,4400000
30908,20030204,A054180,6160000
30909,20050202,A054180,8450000
30910,20050608,A054180,9150000
30911,20050629,A054180,9642000
30912,20050718,A054180,9658000
30913,20051006,A054180,10137516
30914,20051229,A054180,15137516
30915,20060112,A054180,17137516
30916,20060725,A054180,19421516
30917,20061113,A054180,21956728
30918,20061128,A054180,24759543
30919,20061227,A054180,2475954
30920,20070124,A054180,3007414
30921,20070507,A054180,4176721
30922,20070611,A054180,8978309
30923,20070619,A054180,9372009
30924,20070620,A054180,10300663
30925,20070702,A054180,51503315
30926,20070719,A054180,54115966
30927,20070724,A054180,55393453
30928,20070730,A054180,55782623
30929,20071128,A054180,65041876
30930,20071228,A054180,69415498
30931,20080125,A054180,69460341
30932,20080625,A054180,80781094
30933,20080630,A054180,92101842
30934,20081023,A054180,98446668
30935,20081211,A054180,154985068
30936,20081226,A054180,221645068
30937,20090224,A054180,240645068
30938,20090612,A054180,240925966
30939,20090916,A054180,335925966
30940,20100706,A054180,6718519
30941,20100804,A054180,7008319
30942,20100825,A054180,14729672
30943,20110422,A054180,18358242
30944,20110520,A054180,19628083
30945,20110527,A054180,20903741
30946,20110608,A054180,21540000
30947,20110616,A054180,21860000
30948,20180105,A054180,22334576
30949,20180126,A054180,22476948
30950,20180430,A054180,22558380
30951,20180516,A054180,22674380
30952,20180612,A054180,22882712
30953,20180711,A054180,22921349
30954,20180813,A054180,23039434
30955,20180827,A054180,24141378
30956,20181002,A054180,24344767
30957,20181121,A054180,24882742
30958,20190215,A054180,25370837
30959,20190319,A054180,26468727
30960,20190521,A054180,26968727
30961,20191126,A054180,27455819
30962,20191218,A054180,28014473
30963,20200221,A054180,28695671
30964,20200508,A054180,32235671
30965,20200911,A054180,37917814
30966,20200921,A054180,40071914
30967,20200928,A054180,40320464
30968,20201007,A054180,40900414
30969,20201016,A054180,41377058
30970,20201028,A054180,43760276
30971,19991228,A054210,0
30972,20020509,A054210,10600000
30973,20060411,A054210,11120000
30974,20090813,A054210,11913650
30975,20090907,A054210,12310475
30976,20090923,A054210,12707300
30977,20091224,A054210,13448040
30978,20110329,A054210,14294600
30979,20130507,A054210,14659660
30980,20130604,A054210,14926437
30981,20130712,A054210,15137051
30982,20131028,A054210,15417869
30983,20140107,A054210,15558278
30984,20140121,A054210,15600400
30985,20150212,A054210,15979494
30986,20150320,A054210,16087061
30987,20160308,A054210,16184848
30988,20160311,A054210,16311966
30989,20160318,A054210,16360860
30990,20160421,A054210,16419533
30991,20160426,A054210,16478206
30992,20160707,A054210,20478206
30993,20190621,A054210,20529081
30994,20190705,A054210,20569781
30995,20190710,A054210,21029867
30996,20190723,A054210,21374932
30997,20190807,A054210,21985432
30998,20200619,A054210,22477855
30999,20200630,A054210,22656918
31000,20200814,A054210,22880746
31001,20200820,A054210,23955125
31002,20201120,A054210,24037769
31003,19991228,A054220,0
31004,20011226,A054220,8000000
31005,20060413,A054220,8344526
31006,20060922,A054220,8613011
31007,20061002,A054220,8935193
31008,20061017,A054220,11316145
31009,20061103,A054220,11745721
31010,20061127,A054220,11853115
31011,20061211,A054220,12014206
31012,20070109,A054220,12228994
31013,20070726,A054220,12497479
31014,20120410,A054220,13704375
31015,20120615,A054220,16445250
31016,20120717,A054220,17354340
31017,20120725,A054220,17891529
31018,20120731,A054220,18511363
31019,20121123,A054220,21586363
31020,20121130,A054220,21947296
31021,20130617,A054220,22223303
31022,20141027,A054220,32223303
31023,20141103,A054220,40279128
31024,20170306,A054220,40610691
31025,20170314,A054220,40942255
31026,20170330,A054220,41074879
31027,20170406,A054220,42732691
31028,20170414,A054220,43661071
31029,20180406,A054220,43740184
31030,20180511,A054220,43898411
31031,20180601,A054220,43977524
31032,20180829,A054220,44657796
31033,20181123,A054220,46670414
31034,20181130,A054220,47933237
31035,20181203,A054220,48091090
31036,20181221,A054220,48288404
31037,20190221,A054220,51844591
31038,20190313,A054220,52182808
31039,20190319,A054220,52295547
31040,20200715,A054220,31309978
31041,20201112,A054220,18309978
31042,20201204,A054220,21559978
31043,19991228,A054250,0
31044,20011220,A054250,5286000
31045,20030424,A054250,5798774
31046,20030930,A054250,6754075
31047,20040423,A054250,7067473
31048,20050425,A054250,8040446
31049,20050627,A054250,8399789
31050,20050714,A054250,8415211
31051,20050805,A054250,8479984
31052,20050810,A054250,9334684
31053,20050913,A054250,13151461
31054,20051122,A054250,14323793
31055,20060410,A054250,15098440
31056,20060413,A054250,16431772
31057,20060609,A054250,16977226
31058,20060711,A054250,18117575
31059,20060719,A054250,20681675
31060,20060823,A054250,26659926
31061,20061108,A054250,36473568
31062,20061128,A054250,36597791
31063,20070411,A054250,0
31064,19991228,A054300,0
31065,20020110,A054300,5600000
31066,20031208,A054300,7000000
31067,20061012,A054300,10000000
31068,20080107,A054300,10583090
31069,20080414,A054300,10624843
31070,20080508,A054300,10630987
31071,20080610,A054300,10660987
31072,20080616,A054300,10724459
31073,20080811,A054300,11573699
31074,20090403,A054300,12439699
31075,20090515,A054300,13042104
31076,20090522,A054300,13106360
31077,20090601,A054300,13114392
31078,20090615,A054300,13122424
31079,20090623,A054300,13202745
31080,20091126,A054300,24119667
31081,20100601,A054300,26056667
31082,20100625,A054300,30056667
31083,20101224,A054300,32036667
31084,20110714,A054300,3203666
31085,20110819,A054300,4062316
31086,20110831,A054300,5062316
31087,20111228,A054300,5231030
31088,20111229,A054300,6045030
31089,20130109,A054300,8449159
31090,20130820,A054300,8710532
31091,20131007,A054300,9159173
31092,20131219,A054300,15141173
31093,20140509,A054300,15442497
31094,20141014,A054300,15938940
31095,20141021,A054300,16139271
31096,20141030,A054300,17041588
31097,20150513,A054300,19620377
31098,20160119,A054300,27213417
31099,20170206,A054300,27524943
31100,20171207,A054300,41124943
31101,20190108,A054300,41195664
31102,20190116,A054300,43317303
31103,20190208,A054300,44024513
31104,20190228,A054300,44378118
31105,20190318,A054300,46358313
31106,20190424,A054300,46853360
31107,20190507,A054300,46924081
31108,20190613,A054300,47065523
31109,20190710,A054300,47348407
31110,20190726,A054300,47489849
31111,20191121,A054300,51293379
31112,20191213,A054300,52317968
31113,20200805,A054300,52348271
31114,20200820,A054300,52379585
31115,20201203,A054300,52447890
31116,19991228,A054340,0
31117,20020110,A054340,16800000
31118,20161109,A054340,17566100
31119,20161115,A054340,22074298
31120,20161128,A054340,24584758
31121,20180207,A054340,25028216
31122,20180314,A054340,29214266
31123,20180523,A054340,29528731
31124,20180621,A054340,30472126
31125,20180706,A054340,30786591
31126,20190423,A054340,3078659
31127,20190617,A054340,4031039
31128,20200521,A054340,0
31129,19991228,A054370,0
31130,20011120,A054370,9000000
31131,20030410,A054370,12470596
31132,20030627,A054370,20162917
31133,20030711,A054370,21087889
31134,20040409,A054370,31087889
31135,20041014,A054370,2072525
31136,20041207,A054370,5322525
31137,20050412,A054370,0
31138,19991228,A054410,0
31139,20020425,A054410,5060000
31140,19991228,A054440,0
31141,20011122,A054440,3109000
31142,20020429,A054440,6218000
31143,20060328,A054440,6854942
31144,20060515,A054440,7160345
31145,20060602,A054440,7493295
31146,20060613,A054440,8458445
31147,20061026,A054440,8596376
31148,20061110,A054440,9066595
31149,20061114,A054440,11423495
31150,20070223,A054440,12831895
31151,20070413,A054440,0
31152,19991228,A054450,0
31153,20041210,A054450,8040000
31154,20051121,A054450,8068300
31155,20060324,A054450,8096000
31156,20060810,A054450,8107200
31157,20070108,A054450,8258600
31158,20070320,A054450,8341900
31159,20070515,A054450,8371200
31160,20071012,A054450,10045440
31161,20071130,A054450,10049518
31162,20080128,A054450,10075930
31163,20080428,A054450,10088930
31164,20090123,A054450,10104577
31165,20090504,A054450,10559127
31166,20090622,A054450,10561481
31167,20091026,A054450,10569681
31168,20100125,A054450,10576928
31169,20100614,A054450,10585604
31170,20101206,A054450,10589804
31171,20111220,A054450,10596204
31172,20120927,A054450,10609417
31173,20140324,A054450,10630978
31174,20180410,A054450,13505911
31175,19991228,A054530,0
31176,20010828,A054530,2196000
31177,20020116,A054530,3294000
31178,20020924,A054530,3734787
31179,20021223,A054530,3881716
31180,20030115,A054530,4211716
31181,20030221,A054530,4505574
31182,20040114,A054530,8351531
31183,20040406,A054530,0
31184,19991228,A054540,0
31185,20011115,A054540,1100000
31186,20020506,A054540,11000000
31187,20080702,A054540,13200000
31188,20100323,A054540,13544827
31189,20160930,A054540,13000000
31190,19991228,A054620,0
31191,20011204,A054620,2460000
31192,20031218,A054620,8579778
31193,20040708,A054620,11079778
31194,20051024,A054620,11190659
31195,20051115,A054620,11345893
31196,20051118,A054620,11567656
31197,20051124,A054620,11789419
31198,20051125,A054620,12122063
31199,20051202,A054620,12144239
31200,20051207,A054620,12255120
31201,20051212,A054620,12366001
31202,20060105,A054620,12587763
31203,20060111,A054620,12853879
31204,20070307,A054620,9768948
31205,20081201,A054620,17305825
31206,20090421,A054620,17781260
31207,20090430,A054620,17892025
31208,20090515,A054620,17957065
31209,20091007,A054620,18274022
31210,20101119,A054620,21427271
31211,20110317,A054620,21538926
31212,20120308,A054620,21581435
31213,20120412,A054620,21600758
31214,20120530,A054620,21620081
31215,20130419,A054620,22203809
31216,20130520,A054620,22261917
31217,20130618,A054620,22393982
31218,20130719,A054620,22856211
31219,20131203,A054620,22961863
31220,20140110,A054620,23211863
31221,20140122,A054620,23409961
31222,20160201,A054620,25609961
31223,20170407,A054620,11930928
31224,20180126,A054620,20394221
31225,19991228,A054630,0
31226,20011113,A054630,5200000
31227,20040126,A054630,5226000
31228,20040630,A054630,5486000
31229,20040730,A054630,6006000
31230,20050609,A054630,6103791
31231,20050613,A054630,6201582
31232,20050621,A054630,6397165
31233,20050722,A054630,6494956
31234,20050729,A054630,6690539
31235,20051026,A054630,6886121
31236,20051117,A054630,6894660
31237,20051118,A054630,8394660
31238,20051202,A054630,8496720
31239,20150715,A054630,8526920
31240,20150818,A054630,8866920
31241,20150828,A054630,9110576
31242,20150911,A054630,9160576
31243,20151211,A054630,9167976
31244,20151223,A054630,9875976
31245,20160315,A054630,10630976
31246,20160825,A054630,10982976
31247,20170209,A054630,11405089
31248,20170530,A054630,11465166
31249,20170605,A054630,11487839
31250,20170706,A054630,12692169
31251,20171124,A054630,24692169
31252,20190215,A054630,24824182
31253,20190228,A054630,25154215
31254,20190306,A054630,25352234
31255,20190308,A054630,25451243
31256,20190320,A054630,25748272
31257,20190508,A054630,26606357
31258,20190513,A054630,27002396
31259,20191126,A054630,44002396
31260,20200114,A054630,44384805
31261,20200224,A054630,44576009
31262,20200429,A054630,44815529
31263,20200729,A054630,45444459
31264,20200911,A054630,45674343
31265,20200916,A054630,46955399
31266,20200923,A054630,47070341
31267,20201022,A054630,47429536
31268,20201102,A054630,48004248
31269,20201104,A054630,49153673
31270,20201125,A054630,49613442
31271,20201209,A054630,50818256
31272,20201218,A054630,51968256
31273,19991228,A054650,0
31274,20020110,A054650,2860000
31275,20030328,A054650,3136000
31276,20031017,A054650,6172000
31277,20051226,A054650,12535257
31278,20060302,A054650,12557757
31279,20061215,A054650,12865757
31280,20070704,A054650,16082196
31281,20071228,A054650,17682196
31282,20080123,A054650,17707925
31283,20080227,A054650,17782514
31284,20080317,A054650,17788103
31285,20080326,A054650,18347073
31286,20080410,A054650,18906043
31287,20080425,A054650,19749923
31288,20080516,A054650,19831695
31289,20080523,A054650,22365985
31290,20080609,A054650,23216362
31291,20080616,A054650,23355250
31292,20080623,A054650,24199130
31293,20080721,A054650,25043010
31294,20080729,A054650,25891109
31295,20080825,A054650,27768109
31296,20081104,A054650,28768109
31297,20081118,A054650,29768109
31298,20081126,A054650,31768109
31299,20081211,A054650,33268109
31300,20081223,A054650,34768109
31301,20090109,A054650,35015109
31302,20090302,A054650,37827109
31303,20090406,A054650,41827109
31304,20090513,A054650,47265709
31305,20090525,A054650,49282309
31306,20090904,A054650,0
31307,19991228,A054670,0
31308,20020226,A054670,7200000
31309,20060117,A054670,8600000
31310,20070713,A054670,12345320
31311,20070816,A054670,12890300
31312,20090213,A054670,13160570
31313,20090429,A054670,13428137
31314,20130610,A054670,13891529
31315,20130905,A054670,14354920
31316,19991228,A054780,0
31317,20031114,A054780,6261620
31318,20040604,A054780,9261620
31319,20050107,A054780,926162
31320,20050311,A054780,1886162
31321,20050325,A054780,7081162
31322,20050408,A054780,8027108
31323,20050603,A054780,19285497
31324,20060306,A054780,964274
31325,20060404,A054780,3858164
31326,20060727,A054780,4598204
31327,20060818,A054780,4677583
31328,20060912,A054780,4756961
31329,20060926,A054780,4796650
31330,20061208,A054780,6046650
31331,20061219,A054780,12093300
31332,20070305,A054780,12644160
31333,20121123,A054780,13823965
31334,20130222,A054780,69119825
31335,20140320,A054780,70664825
31336,20140826,A054780,75495743
31337,20141014,A054780,75995743
31338,20151007,A054780,77453469
31339,20180803,A054780,84802114
31340,20181210,A054780,85175625
31341,20190820,A054780,85356831
31342,20200513,A054780,17071366
31343,19991228,A054790,0
31344,20011206,A054790,720000
31345,20020513,A054790,7200000
31346,20031007,A054790,8200000
31347,20051017,A054790,10947887
31348,20051028,A054790,14197887
31349,20051227,A054790,16627887
31350,20060103,A054790,17055980
31351,20060117,A054790,20255980
31352,20060510,A054790,21842980
31353,20060519,A054790,22848862
31354,20060522,A054790,23528047
31355,20060718,A054790,24335584
31356,20060802,A054790,33335584
31357,20060822,A054790,33739352
31358,20060915,A054790,36575352
31359,20061017,A054790,39223028
31360,20070216,A054790,41680601
31361,20070320,A054790,45776556
31362,20070424,A054790,0
31363,19991228,A054800,0
31364,20010927,A054800,9600000
31365,20030129,A054800,9740000
31366,20030915,A054800,9830000
31367,20040427,A054800,9960000
31368,20060925,A054800,10020000
31369,20110802,A054800,6913800
31370,20120522,A054800,10347756
31371,19991228,A054920,0
31372,20011101,A054920,8020000
31373,20060112,A054920,2005000
31374,20060117,A054920,3953438
31375,20060324,A054920,5920000
31376,20070213,A054920,11840000
31377,20160819,A054920,12175008
31378,20161021,A054920,12510016
31379,20170426,A054920,12583016
31380,20180307,A054920,13466536
31381,20180509,A054920,13801544
31382,20180530,A054920,14136552
31383,20190116,A054920,14309144
31384,20190221,A054920,14964994
31385,20190415,A054920,16898027
31386,20190508,A054920,17243211
31387,20190514,A054920,17588395
31388,20190515,A054920,18796541
31389,20200116,A054920,28217081
31390,19991228,A054930,0
31391,20020115,A054930,1900000
31392,20030123,A054930,3000000
31393,19991228,A054940,0
31394,20011213,A054940,4290000
31395,20021021,A054940,6000000
31396,20030415,A054940,6600000
31397,20040825,A054940,14582935
31398,20061017,A054940,15124143
31399,20070209,A054940,15135791
31400,20070803,A054940,15147820
31401,20070814,A054940,15156221
31402,20070817,A054940,15165003
31403,20070822,A054940,15181423
31404,20070824,A054940,17191469
31405,20070829,A054940,17200060
31406,20070912,A054940,17204070
31407,20070919,A054940,17232709
31408,20071001,A054940,17281873
31409,20071009,A054940,17301494
31410,20071023,A054940,17306076
31411,20071026,A054940,17310086
31412,20071102,A054940,17313905
31413,20071114,A054940,19246786
31414,20071116,A054940,19254806
31415,20071130,A054940,19263397
31416,20071207,A054940,19506449
31417,20071214,A054940,19511031
31418,20080108,A054940,19515422
31419,20080122,A054940,19526879
31420,20080219,A054940,19550366
31421,20080307,A054940,19554566
31422,20080430,A054940,19584614
31423,20080530,A054940,19601014
31424,20080610,A054940,19621014
31425,20081009,A054940,19664024
31426,20081211,A054940,19779297
31427,20090224,A054940,19793706
31428,20090331,A054940,21306670
31429,20090402,A054940,21767764
31430,20090409,A054940,21911856
31431,20090416,A054940,22171220
31432,20090422,A054940,22661132
31433,20090427,A054940,22805224
31434,20090513,A054940,22902697
31435,20090520,A054940,24225844
31436,20090526,A054940,24258672
31437,20090617,A054940,24260491
31438,20090824,A054940,25583638
31439,20090916,A054940,25588220
31440,20140530,A054940,25967486
31441,20140618,A054940,26473174
31442,20140701,A054940,26726018
31443,20140709,A054940,28116660
31444,20140725,A054940,28622348
31445,20141014,A054940,28875192
31446,20141121,A054940,29380881
31447,20141201,A054940,31170599
31448,20141204,A054940,33173548
31449,19991228,A054950,0
31450,20060607,A054950,6330908
31451,19991228,A055000,0
31452,20011218,A055000,5400000
31453,20030804,A055000,7400000
31454,20040213,A055000,11000000
31455,20040406,A055000,0
31456,19991228,A055250,0
31457,20011206,A055250,2860000
31458,20021101,A055250,3718000
31459,20031009,A055250,5217993
31460,20031113,A055250,5312333
31461,20040610,A055250,6221424
31462,20041005,A055250,6868484
31463,20051011,A055250,10381354
31464,20060123,A055250,10861334
31465,20060410,A055250,11208554
31466,20060511,A055250,11530178
31467,20060525,A055250,11771396
31468,20060630,A055250,12013100
31469,20060731,A055250,12325608
31470,20060908,A055250,13052675
31471,20060921,A055250,13333932
31472,20061020,A055250,13611562
31473,20061115,A055250,13796649
31474,20070102,A055250,13889192
31475,20070216,A055250,14013673
31476,20070305,A055250,14334536
31477,20070323,A055250,14396158
31478,20070418,A055250,18342914
31479,20070502,A055250,18369516
31480,20070611,A055250,18912994
31481,20071210,A055250,36721082
31482,20080110,A055250,100000000
31483,20080603,A055250,3333333
31484,20080711,A055250,4167144
31485,20081024,A055250,6748444
31486,20081120,A055250,8248294
31487,20090706,A055250,8914960
31488,20091203,A055250,9002677
31489,20100104,A055250,16202677
31490,20100111,A055250,17168857
31491,20100125,A055250,17709352
31492,20100203,A055250,17717616
31493,20100223,A055250,18684442
31494,20100226,A055250,18696378
31495,20100310,A055250,18721171
31496,20100406,A055250,18803815
31497,20100414,A055250,33931547
31498,20100917,A055250,169657735
31499,20101001,A055250,0
31500,19991228,A055490,0
31501,20171031,A055490,4717650
31502,19991228,A055550,0
31503,20010910,A055550,292344192
31504,20020620,A055550,292360083
31505,20021015,A055550,292360869
31506,20030109,A055550,292361125
31507,20031002,A055550,294225190
31508,20031016,A055550,294236816
31509,20040116,A055550,294401300
31510,20040702,A055550,309083890
31511,20050107,A055550,319319011
31512,20051207,A055550,341679313
31513,20051226,A055550,359207313
31514,20060828,A055550,381567614
31515,20071010,A055550,396199587
31516,20090330,A055550,474199587
31517,20200214,A055550,482432493
31518,20200612,A055550,477396835
31519,20201020,A055550,516526835
31520,19991228,A055810,0
31521,20031107,A055810,5960000
31522,20031209,A055810,6213678
31523,20031224,A055810,6391532
31524,20040507,A055810,6645210
31525,20041228,A055810,11645210
31526,20050310,A055810,12195668
31527,20050311,A055810,12654383
31528,20050316,A055810,12837869
31529,20050412,A055810,13388327
31530,20050427,A055810,15498327
31531,20050816,A055810,0
31532,19991228,A055970,0
31533,20030801,A055970,7700000
31534,20040506,A055970,7905002
31535,20040507,A055970,8725010
31536,20041130,A055970,10797540
31537,20050314,A055970,13033876
31538,20050315,A055970,14277626
31539,20050418,A055970,14668985
31540,20050511,A055970,17168985
31541,20060106,A055970,28168985
31542,20060331,A055970,29255939
31543,20060411,A055970,30842939
31544,20060720,A055970,31034754
31545,20060821,A055970,31504162
31546,20060825,A055970,32442979
31547,20060901,A055970,33381796
31548,20060904,A055970,34649199
31549,20061113,A055970,36511429
31550,20070103,A055970,60048361
31551,20070214,A055970,60089967
31552,20070313,A055970,63862967
31553,20070321,A055970,69522967
31554,20070723,A055970,2317432
31555,20070830,A055970,2425305
31556,20071019,A055970,2465577
31557,20071206,A055970,4429887
31558,20071214,A055970,4814761
31559,20071221,A055970,5175771
31560,20080506,A055970,0
31561,19991228,A056000,0
31562,20030711,A056000,5340000
31563,20040108,A056000,5391000
31564,20050408,A056000,10782000
31565,20160630,A056000,14016600
31566,20191105,A056000,14086600
31567,20191115,A056000,14136600
31568,20201118,A056000,14630183
31569,20201224,A056000,19720225
31570,19991228,A056010,0
31571,20020813,A056010,4400000
31572,20031028,A056010,5374000
31573,20031113,A056010,6924000
31574,20040422,A056010,7681575
31575,20040423,A056010,13181575
31576,20040507,A056010,13830925
31577,20041007,A056010,31104766
31578,20041230,A056010,35804766
31579,20050317,A056010,36817424
31580,20050622,A056010,42317424
31581,20051128,A056010,44300708
31582,20051219,A056010,47316938
31583,20060118,A056010,52026938
31584,20061129,A056010,66226938
31585,20070330,A056010,68482577
31586,20070409,A056010,69788660
31587,20070503,A056010,78661380
31588,20070726,A056010,80328046
31589,20070801,A056010,80934106
31590,20080221,A056010,89862676
31591,20080711,A056010,17972535
31592,20080911,A056010,19510535
31593,20081208,A056010,33193405
31594,20090220,A056010,35194845
31595,20090311,A056010,45194845
31596,20090313,A056010,45891223
31597,20090324,A056010,46800313
31598,20090331,A056010,48618494
31599,20090420,A056010,50436675
31600,20090427,A056010,51345765
31601,20090429,A056010,52856565
31602,20090520,A056010,54971685
31603,20090528,A056010,57086805
31604,20090615,A056010,58295445
31605,20090706,A056010,60410565
31606,20090707,A056010,61317045
31607,20090716,A056010,66480557
31608,20090723,A056010,70020380
31609,20090820,A056010,70521632
31610,20091224,A056010,71459144
31611,20100104,A056010,75459144
31612,20100106,A056010,77334168
31613,20100108,A056010,79209192
31614,20100114,A056010,81084216
31615,20100118,A056010,84834264
31616,20100122,A056010,87334296
31617,20100204,A056010,90459336
31618,20100212,A056010,93584376
31619,20100330,A056010,95584376
31620,20100701,A056010,115584376
31621,20101015,A056010,11558437
31622,20101230,A056010,12466256
31623,20110111,A056010,18327920
31624,20110117,A056010,18965387
31625,20110119,A056010,19762220
31626,20110121,A056010,20718420
31627,20110125,A056010,21674620
31628,20110131,A056010,22630820
31629,20110214,A056010,23507337
31630,20120413,A056010,0
31631,19991228,A056020,0
31632,20030704,A056020,2841061
31633,20040503,A056020,5682122
31634,20050420,A056020,6221817
31635,20051223,A056020,6316817
31636,20060419,A056020,6925968
31637,20060622,A056020,13626627
31638,20070911,A056020,15526627
31639,20071005,A056020,15856627
31640,20080117,A056020,16648156
31641,20081020,A056020,20648056
31642,20081218,A056020,24508056
31643,20090227,A056020,38373256
31644,20090317,A056020,42774111
31645,20090320,A056020,44450088
31646,20090429,A056020,0
31647,19991228,A056060,0
31648,20020115,A056060,5800000
31649,20021126,A056060,5889959
31650,20021212,A056060,5934938
31651,20021223,A056060,6009903
31652,20030106,A056060,6219806
31653,20030114,A056060,6264785
31654,20030123,A056060,6384729
31655,20030204,A056060,6414715
31656,20030206,A056060,6444701
31657,20030210,A056060,6594632
31658,20030217,A056060,6639611
31659,20030220,A056060,6684590
31660,20030221,A056060,6744562
31661,20030226,A056060,6819527
31662,20030303,A056060,6879499
31663,20030425,A056060,6939471
31664,20040128,A056060,11649497
31665,20050214,A056060,15449497
31666,20050510,A056060,35449497
31667,20060330,A056060,1772474
31668,20060410,A056060,0
31669,19991228,A056080,0
31670,20011113,A056080,5000000
31671,20040224,A056080,7800000
31672,20051223,A056080,15600000
31673,20080520,A056080,16495522
31674,20090708,A056080,16884522
31675,20091016,A056080,17461445
31676,20100202,A056080,17946881
31677,20100409,A056080,18246604
31678,20101026,A056080,18273851
31679,20111124,A056080,19113235
31680,20121004,A056080,19194235
31681,20121105,A056080,19213235
31682,20140416,A056080,19792555
31683,20140924,A056080,20193187
31684,20141014,A056080,22093187
31685,20141015,A056080,22134271
31686,20150206,A056080,22717978
31687,20150825,A056080,22792912
31688,20160127,A056080,23292912
31689,20160802,A056080,23333996
31690,20180110,A056080,37111093
31691,20180209,A056080,37512152
31692,19991228,A056090,0
31693,20151112,A056090,7037087
31694,20151127,A056090,7592642
31695,20151209,A056090,7610642
31696,20151229,A056090,7617642
31697,20160112,A056090,7622642
31698,20160114,A056090,7632642
31699,20160406,A056090,7652642
31700,20160412,A056090,7677642
31701,20170428,A056090,7682642
31702,20180112,A056090,7687642
31703,20180306,A056090,7692642
31704,20180516,A056090,7702642
31705,20180608,A056090,7707642
31706,20180629,A056090,7737642
31707,20181120,A056090,7742642
31708,20190726,A056090,7764894
31709,19991228,A056140,0
31710,20011220,A056140,8600000
31711,20021031,A056140,14620000
31712,20030109,A056140,33551200
31713,20030728,A056140,3355120
31714,20030930,A056140,9575120
31715,20040318,A056140,9575507
31716,20040330,A056140,0
31717,19991228,A056190,0
31718,20011218,A056190,9110000
31719,20100927,A056190,17954380
31720,20170711,A056190,35908760
31721,19991228,A056200,0
31722,20020129,A056200,7000000
31723,20030218,A056200,9000000
31724,20030714,A056200,9260000
31725,20040909,A056200,20804404
31726,20050608,A056200,25000000
31727,20060118,A056200,5000000
31728,20060322,A056200,12140000
31729,20060426,A056200,12386120
31730,20060816,A056200,24772237
31731,20060817,A056200,33863145
31732,20070628,A056200,48439014
31733,20101215,A056200,54016258
31734,20110121,A056200,59593502
31735,20110309,A056200,65170746
31736,20110322,A056200,0
31737,19991228,A056340,0
31738,20021108,A056340,4800000
31739,20031030,A056340,9200000
31740,20080306,A056340,13038870
31741,20091105,A056340,25938870
31742,20100528,A056340,28524519
31743,20100806,A056340,35036146
31744,20101117,A056340,51536146
31745,20121220,A056340,52536146
31746,20140521,A056340,0
31747,19991228,A056360,0
31748,20011204,A056360,3400000
31749,20020412,A056360,4080000
31750,20030409,A056360,4652681
31751,20060120,A056360,7536000
31752,20070903,A056360,9796800
31753,19991228,A056500,0
31754,20020604,A056500,4400000
31755,20041028,A056500,15400000
31756,20050311,A056500,19300000
31757,20050406,A056500,0
31758,19991228,A056700,0
31759,20011213,A056700,7150000
31760,20050614,A056700,9831250
31761,20061215,A056700,10459086
31762,20061220,A056700,10739176
31763,20061226,A056700,10855881
31764,20070102,A056700,11408814
31765,20070117,A056700,11423001
31766,20070214,A056700,11428001
31767,20070222,A056700,11645499
31768,20070307,A056700,11695691
31769,20070314,A056700,11762861
31770,20070327,A056700,11908934
31771,20070329,A056700,12199708
31772,20070406,A056700,12258177
31773,20070412,A056700,12567053
31774,20070419,A056700,12683236
31775,20070426,A056700,12866568
31776,20070522,A056700,12989812
31777,20070628,A056700,13072040
31778,20070711,A056700,13142539
31779,20070726,A056700,13178464
31780,20070816,A056700,13195449
31781,20070913,A056700,13196437
31782,20071024,A056700,13216437
31783,20071212,A056700,18216437
31784,20080521,A056700,18224554
31785,20080604,A056700,18227026
31786,20080618,A056700,18228796
31787,20080731,A056700,18245437
31788,20080814,A056700,18245806
31789,20090218,A056700,18305146
31790,20090312,A056700,18311716
31791,20090414,A056700,18446699
31792,20090515,A056700,18457457
31793,20090601,A056700,18461645
31794,20090728,A056700,18461727
31795,20090915,A056700,18462137
31796,20100929,A056700,19162137
31797,20120925,A056700,19202776
31798,20121004,A056700,19425328
31799,20121011,A056700,19585014
31800,20121026,A056700,19647208
31801,20121129,A056700,19702728
31802,20121213,A056700,19775888
31803,20121218,A056700,20425596
31804,20121221,A056700,20585655
31805,20121227,A056700,20874812
31806,20130104,A056700,21696828
31807,20130111,A056700,22555276
31808,20130117,A056700,23351795
31809,20130123,A056700,23552964
31810,20130131,A056700,23650387
31811,20130214,A056700,23659701
31812,20130228,A056700,23779985
31813,20130308,A056700,24037904
31814,20130617,A056700,24125361
31815,20130712,A056700,24125759
31816,20140711,A056700,24291561
31817,20140814,A056700,24304554
31818,20150212,A056700,24306707
31819,20150313,A056700,24694343
31820,20150414,A056700,25449006
31821,20150518,A056700,27289245
31822,20150615,A056700,27597119
31823,20150715,A056700,27604967
31824,20150723,A056700,29135091
31825,19991228,A056710,0
31826,20020110,A056710,3300000
