,std_dt,ticker,issues_suspended_from_trading
3887,20091221,A015050,정지
3888,20100225,A015050,
3889,19991228,A015060,
3890,20000403,A015060,정지
3891,20001128,A015060,
3892,19991228,A015080,
3893,19991228,A015110,
3894,20120820,A015110,정지
3895,20120821,A015110,
3896,20121116,A015110,정지
3897,20121130,A015110,
3898,19991228,A015170,
3899,20090326,A015170,정지
3900,20090327,A015170,
3901,20100325,A015170,정지
3902,20100402,A015170,
3903,19991228,A015180,
3904,19991228,A015230,
3905,20201118,A015230,정지
3906,20201207,A015230,
3907,19991228,A015260,
3908,20000824,A015260,정지
3909,20000828,A015260,
3910,20041209,A015260,정지
3911,20041230,A015260,
3912,20050224,A015260,정지
3913,20050401,A015260,
3914,20050907,A015260,정지
3915,20050908,A015260,
3916,20060112,A015260,정지
3917,20060113,A015260,
3918,20201006,A015260,정지
3919,20201022,A015260,
3920,19991228,A015340,
3921,19991228,A015350,
3922,19991228,A015360,
3923,19991228,A015390,
3924,20020503,A015390,정지
3925,20020506,A015390,
3926,20090909,A015390,정지
3927,20090910,A015390,
3928,20100308,A015390,정지
3929,20100326,A015390,
3930,20100820,A015390,정지
3931,20100909,A015390,
3932,20111007,A015390,정지
3933,20111010,A015390,
3934,20111102,A015390,정지
3935,20111108,A015390,
3936,20111122,A015390,정지
3937,20111123,A015390,
3938,20111220,A015390,정지
3939,20120403,A015390,
3940,19991228,A015530,
3941,19991228,A015540,
3942,20010911,A015540,정지
3943,20011015,A015540,
3944,20020326,A015540,정지
3945,20020329,A015540,
3946,20020401,A015540,정지
3947,20020402,A015540,
3948,20020509,A015540,정지
3949,20020513,A015540,
3950,20020802,A015540,정지
3951,20020805,A015540,
3952,20030604,A015540,정지
3953,20030711,A015540,
3954,20041019,A015540,정지
3955,20041115,A015540,
3956,20050414,A015540,정지
3957,20050415,A015540,
3958,20061103,A015540,정지
3959,20061128,A015540,
3960,20070313,A015540,정지
3961,20070314,A015540,
3962,20091030,A015540,정지
3963,20091127,A015540,
3964,20140807,A015540,정지
3965,20140828,A015540,
3966,20141029,A015540,정지
3967,20141030,A015540,
3968,20141216,A015540,정지
3969,20141217,A015540,
3970,20150216,A015540,정지
3971,20150217,A015540,
3972,20160328,A015540,정지
3973,20160329,A015540,
3974,20160913,A015540,정지
3975,20161006,A015540,
3976,19991228,A015580,
3977,20010830,A015580,정지
3978,20010911,A015580,
3979,19991228,A015590,
3980,20050413,A015590,정지
3981,20050414,A015590,
3982,20050905,A015590,정지
3983,20050928,A015590,
3984,19991228,A015620,
3985,20010329,A015620,정지
3986,20010424,A015620,
3987,19991228,A015650,
3988,20010604,A015650,정지
3989,20010607,A015650,
3990,20010625,A015650,정지
3991,20010718,A015650,
3992,19991228,A015670,
3993,20010531,A015670,정지
3994,20010702,A015670,
3995,20011129,A015670,정지
3996,20011203,A015670,
3997,20021014,A015670,정지
3998,20021015,A015670,
3999,20031127,A015670,정지
4000,20031218,A015670,
4001,20050401,A015670,정지
4002,20050404,A015670,
4003,20050425,A015670,정지
4004,20050513,A015670,
4005,20051018,A015670,정지
4006,20051019,A015670,
4007,20060328,A015670,정지
4008,20070625,A015670,
4009,19991228,A015710,
4010,20020307,A015710,정지
4011,20020308,A015710,
4012,20141211,A015710,정지
4013,20141212,A015710,
4014,19991228,A015730,
4015,19991228,A015750,
4016,19991228,A015760,
4017,19991228,A015780,
4018,19991228,A015860,
4019,20130909,A015860,정지
4020,20130910,A015860,
4021,19991228,A015880,
4022,20010612,A015880,정지
4023,20010903,A015880,
4024,19991228,A015890,
4025,19991228,A015910,
4026,19991228,A015920,
4027,19991228,A015940,
4028,20091229,A015940,정지
4029,20100115,A015940,
4030,19991228,A015980,
4031,19991228,A016040,
4032,20050418,A016040,정지
4033,20050421,A016040,
4034,20051220,A016040,정지
4035,20051221,A016040,
4036,20060303,A016040,정지
4037,20060317,A016040,
4038,19991228,A016070,
4039,19991228,A016090,
4040,20040708,A016090,정지
4041,20040714,A016090,
4042,19991228,A016100,
4043,20110808,A016100,정지
4044,20110810,A016100,
4045,20150421,A016100,정지
4046,20150422,A016100,
4047,19991228,A016140,
4048,20100422,A016140,정지
4049,20100513,A016140,
4050,20120913,A016140,정지
4051,20121002,A016140,
4052,19991228,A016160,
4053,20031008,A016160,정지
4054,20031208,A016160,
4055,20050214,A016160,정지
4056,20050404,A016160,
4057,20051130,A016160,정지
4058,20051219,A016160,
4059,20100219,A016160,정지
4060,20100317,A016160,
4061,20110325,A016160,정지
4062,20110415,A016160,
4063,19991228,A016170,
4064,20010426,A016170,정지
4065,20010430,A016170,
4066,20180830,A016170,정지
4067,20180918,A016170,
4068,19991228,A016230,
4069,19991228,A016250,
4070,20201029,A016250,정지
4071,20201208,A016250,
4072,19991228,A016310,
4073,19991228,A016350,
4074,19991228,A016360,
4075,19991228,A016380,
4076,20150206,A016380,정지
4077,20150304,A016380,
4078,20150320,A016380,정지
4079,20150323,A016380,
4080,20160217,A016380,정지
4081,20160421,A016380,
4082,20160429,A016380,정지
4083,20160525,A016380,
4084,20190327,A016380,정지
4085,20190328,A016380,
4086,20190829,A016380,정지
4087,20190919,A016380,
4088,19991228,A016390,
4089,20000124,A016390,정지
4090,20000125,A016390,
4091,20000131,A016390,정지
4092,20000201,A016390,
4093,20000421,A016390,정지
4094,20000807,A016390,
4095,19991228,A016420,
4096,20041007,A016420,정지
4097,20041105,A016420,
4098,20141222,A016420,정지
4099,20150120,A016420,
4100,19991228,A016430,
4101,19991228,A016450,
4102,20060626,A016450,정지
4103,20060703,A016450,
4104,19991228,A016480,
4105,19991228,A016500,
4106,19991228,A016510,
4107,20110629,A016510,정지
4108,20110718,A016510,
4109,19991228,A016550,
4110,20010402,A016550,정지
4111,20010425,A016550,
4112,20011031,A016550,정지
4113,20011123,A016550,
4114,20020110,A016550,정지
4115,20020114,A016550,
4116,20020325,A016550,정지
4117,20020328,A016550,
4118,19991228,A016560,
4119,20060120,A016560,정지
4120,20060123,A016560,
4121,20110929,A016560,정지
4122,20110930,A016560,
4123,20120913,A016560,정지
4124,20121008,A016560,
4125,19991228,A016570,
4126,20130307,A016570,정지
4127,20130315,A016570,
4128,19991228,A016580,
4129,20040414,A016580,정지
4130,20040420,A016580,
4131,20100414,A016580,정지
4132,20100426,A016580,
4133,19991228,A016590,
4134,19991228,A016600,
4135,20010419,A016600,정지
4136,20010509,A016600,
4137,20031205,A016600,정지
4138,20031226,A016600,
4139,20060424,A016600,정지
4140,20060508,A016600,
4141,19991228,A016610,
4142,19991228,A016620,
4143,19991228,A016640,
4144,19991228,A016670,
4145,20090806,A016670,정지
4146,20090918,A016670,
4147,20091110,A016670,정지
4148,20100813,A016670,
4149,20101018,A016670,정지
4150,20101019,A016670,
4151,20160811,A016670,정지
4152,20160812,A016670,
4153,19991228,A016680,
4154,19991228,A016690,
4155,19991228,A016710,
4156,20020402,A016710,정지
4157,20020403,A016710,
4158,20041001,A016710,정지
4159,20041004,A016710,
4160,20050401,A016710,정지
4161,20050404,A016710,
4162,20050930,A016710,정지
4163,20051010,A016710,
4164,19991228,A016740,
4165,19991228,A016790,
4166,19991228,A016800,
4167,20020214,A016800,정지
4168,20020218,A016800,
4169,20101213,A016800,정지
4170,20110125,A016800,
4171,19991228,A016830,
4172,20040707,A016830,정지
4173,20040714,A016830,
4174,19991228,A016880,
4175,20070427,A016880,정지
4176,20070531,A016880,
4177,20120927,A016880,정지
4178,20121012,A016880,
4179,20130225,A016880,정지
4180,20130430,A016880,
4181,20130808,A016880,정지
4182,20130826,A016880,
4183,19991228,A016890,
4184,20090324,A016890,정지
4185,20090403,A016890,
4186,19991228,A016920,
4187,20030916,A016920,정지
4188,20030917,A016920,
4189,20150105,A016920,정지
4190,20150320,A016920,
4191,19991228,A016970,
4192,20020401,A016970,정지
4193,20020402,A016970,
4194,20020703,A016970,정지
4195,20020724,A016970,
4196,20031208,A016970,정지
4197,20031218,A016970,
4198,20050316,A016970,정지
4199,20050331,A016970,
4200,20050401,A016970,정지
4201,20050404,A016970,
4202,20060109,A016970,정지
4203,20060131,A016970,
4204,20060314,A016970,정지
4205,20060704,A016970,
4206,19991228,A016990,
4207,20090629,A016990,정지
4208,20090716,A016990,
4209,19991228,A017000,
4210,20000201,A017000,정지
4211,20010402,A017000,
4212,20020401,A017000,정지
4213,20020404,A017000,
4214,20020520,A017000,정지
4215,20020523,A017000,
4216,20020524,A017000,정지
4217,20020625,A017000,
4218,20031218,A017000,정지
4219,20031222,A017000,
4220,20090504,A017000,정지
4221,20090514,A017000,
4222,20140821,A017000,정지
4223,20140822,A017000,
4224,20150429,A017000,정지
4225,20150526,A017000,
4226,19991228,A017010,
4227,20070308,A017010,정지
4228,20070309,A017010,
4229,20091117,A017010,정지
4230,20100317,A017010,
4231,19991228,A017040,
4232,20000104,A017040,정지
4233,20000124,A017040,
4234,20011101,A017040,정지
4235,20011210,A017040,
4236,19991228,A017050,
4237,20000403,A017050,정지
4238,20010402,A017050,
4239,20011011,A017050,정지
4240,20011015,A017050,
4241,20020408,A017050,정지
4242,20020409,A017050,
4243,20021213,A017050,정지
4244,20030108,A017050,
4245,20090325,A017050,정지
4246,20090326,A017050,
4247,20090602,A017050,정지
4248,20090603,A017050,
4249,20090622,A017050,정지
4250,20090709,A017050,
4251,20090817,A017050,정지
4252,20090824,A017050,
4253,20091104,A017050,정지
4254,20091105,A017050,
4255,20091230,A017050,정지
4256,20100104,A017050,
4257,20100107,A017050,정지
4258,20100325,A017050,
4259,19991228,A017070,
4260,19991228,A017090,
4261,20000201,A017090,정지
4262,20010406,A017090,
4263,19991228,A017110,
4264,19991228,A017120,
4265,20010531,A017120,정지
4266,20010620,A017120,
4267,19991228,A017160,
4268,20000201,A017160,정지
4269,20010402,A017160,
4270,20020321,A017160,정지
4271,20020325,A017160,
4272,20050407,A017160,정지
4273,20050413,A017160,
4274,20090916,A017160,정지
4275,20090917,A017160,
4276,20110316,A017160,정지
4277,20110420,A017160,
4278,19991228,A017170,
4279,20031216,A017170,정지
4280,20031217,A017170,
4281,20031219,A017170,정지
4282,20040109,A017170,
4283,20040303,A017170,정지
4284,20040304,A017170,
4285,20040316,A017170,정지
4286,20040331,A017170,
4287,20041222,A017170,정지
4288,20041223,A017170,
4289,20050203,A017170,정지
4290,20050224,A017170,
4291,20050314,A017170,정지
4292,20050401,A017170,
4293,20050418,A017170,정지
4294,20050419,A017170,
4295,20110106,A017170,정지
4296,20110107,A017170,
4297,20110315,A017170,정지
4298,20110502,A017170,
4299,19991228,A017180,
4300,19991228,A017210,
4301,20021014,A017210,정지
4302,20021024,A017210,
4303,20021030,A017210,정지
4304,20021031,A017210,
4305,19991228,A017250,
4306,20180515,A017250,정지
4307,20180718,A017250,
4308,19991228,A017300,
4309,20030212,A017300,정지
4310,20030307,A017300,
4311,20050401,A017300,정지
4312,20050404,A017300,
4313,20051124,A017300,정지
4314,20051219,A017300,
4315,20090928,A017300,정지
4316,20091009,A017300,
4317,20100324,A017300,정지
4318,20100406,A017300,
4319,19991228,A017320,
4320,20010402,A017320,정지
4321,20010404,A017320,
4322,19991228,A017370,
4323,19991228,A017390,
4324,20060403,A017390,정지
4325,20060404,A017390,
4326,19991228,A017410,
4327,19991228,A017480,
4328,20031224,A017480,정지
4329,20031229,A017480,
4330,19991228,A017510,
4331,19991228,A017550,
4332,20020403,A017550,정지
4333,20020429,A017550,
4334,20040213,A017550,정지
4335,20040315,A017550,
4336,20040708,A017550,정지
4337,20040715,A017550,
4338,19991228,A017620,
4339,20000201,A017620,정지
4340,20000607,A017620,
4341,19991228,A017650,
4342,20020724,A017650,정지
4343,20020729,A017650,
4344,20160719,A017650,정지
4345,20160803,A017650,
4346,20200617,A017650,정지
4347,20200708,A017650,
4348,19991228,A017670,
4349,20000420,A017670,정지
4350,20000424,A017670,
4351,19991228,A017680,
4352,20110420,A017680,정지
4353,20110504,A017680,
4354,20151012,A017680,정지
4355,20151013,A017680,
4356,20180420,A017680,정지
4357,20180423,A017680,
4358,20180803,A017680,정지
4359,20180806,A017680,
4360,20190322,A017680,정지
4361,20191111,A017680,
4362,19991228,A017740,
4363,20000201,A017740,정지
4364,20000607,A017740,
4365,19991228,A017800,
4366,20031126,A017800,정지
4367,20031127,A017800,
4368,20060608,A017800,정지
4369,20060609,A017800,
4370,19991228,A017810,
4371,20190430,A017810,정지
4372,20190507,A017810,
4373,19991228,A017890,
4374,20150526,A017890,정지
4375,20150527,A017890,
4376,19991228,A017900,
4377,19991228,A017940,
4378,19991228,A017960,
4379,19991228,A018000,
4380,20200907,A018000,정지
4381,20200908,A018000,
4382,19991228,A018020,
4383,20010129,A018020,정지
4384,20010227,A018020,
4385,20030630,A018020,정지
4386,20030718,A018020,
4387,20031021,A018020,정지
4388,20031107,A018020,
4389,19991228,A018120,
4390,20021017,A018120,정지
4391,20021021,A018120,
4392,20050728,A018120,정지
4393,20050824,A018120,
4394,20120201,A018120,정지
4395,20120217,A018120,
4396,20190823,A018120,정지
4397,20190911,A018120,
4398,19991228,A018180,
4399,20030407,A018180,정지
4400,20030408,A018180,
4401,20040331,A018180,정지
4402,20040406,A018180,
4403,20040429,A018180,정지
4404,20040504,A018180,
4405,20040520,A018180,정지
4406,20040525,A018180,
4407,20040623,A018180,정지
4408,20040628,A018180,
4409,20040709,A018180,정지
4410,20040804,A018180,
4411,20040827,A018180,정지
4412,20050328,A018180,
4413,19991228,A018230,
4414,19991228,A018250,
4415,19991228,A018260,
4416,19991228,A018290,
4417,20030124,A018290,정지
4418,20030127,A018290,
4419,20120529,A018290,정지
4420,20120530,A018290,
4421,20120620,A018290,정지
4422,20120621,A018290,
4423,20151217,A018290,정지
4424,20160108,A018290,
4425,20160225,A018290,정지
4426,20160323,A018290,
4427,19991228,A018310,
4428,19991228,A018380,
4429,19991228,A018410,
4430,20020114,A018410,정지
4431,20020206,A018410,
4432,20061020,A018410,정지
4433,20061116,A018410,
4434,20100330,A018410,정지
4435,20100503,A018410,
4436,19991228,A018470,
4437,20120418,A018470,정지
4438,20120504,A018470,
4439,19991228,A018480,
4440,19991228,A018500,
4441,20020724,A018500,정지
4442,20020729,A018500,
4443,20060719,A018500,정지
4444,20060724,A018500,
4445,19991228,A018550,
4446,20000419,A018550,정지
4447,20000504,A018550,
4448,19991228,A018570,
4449,20020311,A018570,정지
4450,20020429,A018570,
4451,19991228,A018590,
4452,20010426,A018590,정지
4453,20010514,A018590,
4454,20031230,A018590,정지
4455,20040112,A018590,
4456,19991228,A018620,
4457,19991228,A018670,
4458,19991228,A018680,
4459,20021107,A018680,정지
4460,20021111,A018680,
4461,20040412,A018680,정지
4462,20040416,A018680,
4463,20121116,A018680,정지
4464,20121119,A018680,
4465,19991228,A018700,
4466,20000201,A018700,정지
4467,20010112,A018700,
4468,20060804,A018700,정지
4469,20060829,A018700,
4470,20100929,A018700,정지
4471,20100930,A018700,
4472,20101216,A018700,정지
4473,20110110,A018700,
4474,20150729,A018700,정지
4475,20150819,A018700,
4476,19991228,A018720,
4477,20000201,A018720,정지
4478,20000607,A018720,
4479,19991228,A018740,
4480,19991228,A018840,
4481,19991228,A018860,
4482,19991228,A018880,
4483,20040506,A018880,정지
4484,20040512,A018880,
4485,20160122,A018880,정지
4486,20160216,A018880,
4487,19991228,A018890,
4488,20010903,A018890,정지
4489,20010904,A018890,
4490,20020425,A018890,정지
4491,20020516,A018890,
4492,20040217,A018890,정지
4493,20040413,A018890,
4494,20040428,A018890,정지
4495,20040503,A018890,
4496,20040816,A018890,정지
4497,20040819,A018890,
4498,20040917,A018890,정지
4499,20040922,A018890,
4500,20040930,A018890,정지
4501,20041001,A018890,
4502,20041223,A018890,정지
4503,20041228,A018890,
4504,20050207,A018890,정지
4505,20050217,A018890,
4506,20050302,A018890,정지
4507,20050307,A018890,
4508,20050817,A018890,정지
4509,20050822,A018890,
4510,20060228,A018890,정지
4511,20060403,A018890,
4512,20060816,A018890,정지
4513,20060821,A018890,
4514,20060913,A018890,정지
4515,20060914,A018890,
4516,20070322,A018890,정지
4517,20070326,A018890,
4518,20090504,A018890,정지
4519,20090527,A018890,
4520,20090626,A018890,정지
4521,20090722,A018890,
4522,20100105,A018890,정지
4523,20100108,A018890,
4524,20100324,A018890,정지
4525,20100713,A018890,
4526,19991228,A018910,
4527,19991228,A019010,
4528,20190429,A019010,정지
4529,20190515,A019010,
4530,19991228,A019120,
4531,20020516,A019120,정지
4532,20020520,A019120,
4533,20110106,A019120,정지
4534,20110328,A019120,
4535,19991228,A019170,
4536,20110418,A019170,정지
4537,20110504,A019170,
4538,20110512,A019170,정지
4539,20110523,A019170,
4540,20200407,A019170,정지
4541,20200408,A019170,
4542,20200409,A019170,정지
4543,20200410,A019170,
4544,20200721,A019170,정지
4545,20200722,A019170,
4546,20200723,A019170,정지
4547,20200724,A019170,
4548,19991228,A019180,
4549,20021218,A019180,정지
4550,20021223,A019180,
4551,20040514,A019180,정지
4552,20040517,A019180,
4553,20060426,A019180,정지
4554,20060508,A019180,
4555,19991228,A019210,
4556,20040226,A019210,정지
4557,20040302,A019210,
4558,19991228,A019230,
4559,19991228,A019260,
4560,20000201,A019260,정지
4561,20010313,A019260,
4562,20010412,A019260,정지
4563,20010416,A019260,
4564,20010625,A019260,정지
4565,20010626,A019260,
4566,20040318,A019260,정지
4567,20040413,A019260,
4568,20120612,A019260,정지
4569,20120827,A019260,
4570,19991228,A019300,
4571,20160712,A019300,정지
4572,20160802,A019300,
4573,19991228,A019380,
4574,19991228,A019430,
4575,20000201,A019430,정지
4576,20000801,A019430,
4577,20011122,A019430,정지
4578,20011126,A019430,
4579,20021017,A019430,정지
4580,20021126,A019430,
4581,20050328,A019430,정지
4582,20050331,A019430,
4583,20090504,A019430,정지
4584,20090525,A019430,
4585,20110222,A019430,정지
4586,20110420,A019430,
4587,19991228,A019440,
4588,19991228,A019460,
4589,19991228,A019490,
4590,20010417,A019490,정지
4591,20010503,A019490,
4592,19991228,A019530,
4593,19991228,A019540,
4594,19991228,A019550,
4595,20100324,A019550,정지
4596,20100506,A019550,
4597,19991228,A019560,
4598,20051221,A019560,정지
4599,20051226,A019560,
4600,19991228,A019570,
4601,20041111,A019570,정지
4602,20041116,A019570,
4603,20050630,A019570,정지
4604,20050705,A019570,
4605,20050713,A019570,정지
4606,20050718,A019570,
4607,20050928,A019570,정지
4608,20051026,A019570,
4609,20090629,A019570,정지
4610,20090717,A019570,
4611,20120621,A019570,정지
4612,20120622,A019570,
4613,20170516,A019570,정지
4614,20170707,A019570,
4615,19991228,A019590,
4616,20050328,A019590,정지
4617,20050331,A019590,
4618,20111027,A019590,정지
4619,20111207,A019590,
4620,20180322,A019590,정지
4621,20200422,A019590,
4622,19991228,A019640,
4623,20090331,A019640,정지
4624,20090401,A019640,
4625,19991228,A019660,
4626,20010824,A019660,정지
4627,20010917,A019660,
4628,20030430,A019660,정지
4629,20030506,A019660,
4630,20050401,A019660,정지
4631,20050407,A019660,
4632,20050428,A019660,정지
4633,20050520,A019660,
4634,20050705,A019660,정지
4635,20050706,A019660,
4636,20100827,A019660,정지
4637,20100830,A019660,
4638,20110106,A019660,정지
4639,20110107,A019660,
4640,20130516,A019660,정지
4641,20130520,A019660,
4642,20130726,A019660,정지
4643,20130814,A019660,
4644,20140619,A019660,정지
4645,20140731,A019660,
4646,19991228,A019680,
4647,19991228,A019730,
4648,19991228,A019770,
4649,19991228,A019930,
4650,20000629,A019930,정지
4651,20000630,A019930,
4652,20030110,A019930,정지
4653,20030113,A019930,
4654,20030115,A019930,정지
4655,20040203,A019930,
4656,19991228,A019990,
4657,19991228,A020000,
4658,19991228,A020070,
4659,20000201,A020070,정지
4660,20010321,A020070,
4661,20020205,A020070,정지
4662,20020206,A020070,
4663,20091015,A020070,정지
4664,20091030,A020070,
4665,20100325,A020070,정지
4666,20100422,A020070,
4667,19991228,A020100,
4668,19991228,A020120,
4669,20020401,A020120,정지
4670,20020402,A020120,
4671,20020715,A020120,정지
4672,20020814,A020120,
4673,20070322,A020120,정지
4674,20070416,A020120,
4675,20120402,A020120,정지
4676,20120403,A020120,
4677,19991228,A020150,
4678,19991228,A020180,
4679,19991228,A020400,
4680,20190430,A020400,정지
4681,20190508,A020400,
4682,19991228,A020490,
4683,20010419,A020490,정지
4684,20010504,A020490,
4685,20020904,A020490,정지
4686,20020918,A020490,
4687,19991228,A020560,
4688,20021226,A020560,정지
4689,20030103,A020560,
4690,20030716,A020560,정지
4691,20030718,A020560,
4692,20190322,A020560,정지
4693,20190326,A020560,
4694,19991228,A020620,
4695,19991228,A020710,
4696,20020418,A020710,정지
4697,20020422,A020710,
4698,20150408,A020710,정지
4699,20150409,A020710,
4700,19991228,A020760,
4701,20041129,A020760,정지
4702,20041222,A020760,
4703,20090806,A020760,정지
4704,20090824,A020760,
4705,19991228,A020860,
4706,20030317,A020860,정지
4707,20030319,A020860,
4708,20030328,A020860,정지
4709,20030401,A020860,
4710,19991228,A020880,
4711,19991228,A021040,
4712,20011012,A021040,정지
4713,20011017,A021040,
4714,20011019,A021040,정지
4715,20011022,A021040,
4716,20011123,A021040,정지
4717,20011129,A021040,
4718,20011203,A021040,정지
4719,20011211,A021040,
4720,20020326,A021040,정지
4721,20020508,A021040,
4722,20021122,A021040,정지
4723,20021209,A021040,
4724,19991228,A021050,
4725,19991228,A021060,
4726,20031009,A021060,정지
4727,20031013,A021060,
4728,20040127,A021060,정지
4729,20040128,A021060,
4730,20050401,A021060,정지
4731,20050407,A021060,
4732,20050509,A021060,정지
4733,20050512,A021060,
4734,20050519,A021060,정지
4735,20050613,A021060,
4736,20050811,A021060,정지
4737,20050905,A021060,
4738,20070314,A021060,정지
4739,20070316,A021060,
4740,20110224,A021060,정지
4741,20110225,A021060,
4742,20110617,A021060,정지
4743,20110707,A021060,
4744,20110817,A021060,정지
4745,20110829,A021060,
4746,20120329,A021060,정지
4747,20120618,A021060,
4748,19991228,A021080,
4749,20150414,A021080,정지
4750,20150415,A021080,
4751,19991228,A021090,
4752,20031015,A021090,정지
4753,20031016,A021090,
4754,20031202,A021090,정지
4755,20031211,A021090,
4756,19991228,A021170,
4757,19991228,A021220,
4758,19991228,A021240,
4759,19991228,A021310,
4760,19991228,A021320,
4761,19991228,A021570,
4762,20050823,A021570,정지
4763,20050824,A021570,
4764,20050923,A021570,정지
4765,20051004,A021570,
4766,19991228,A021600,
4767,19991228,A021610,
4768,19991228,A021650,
4769,19991228,A021660,
4770,19991228,A021740,
4771,20010416,A021740,정지
4772,20010514,A021740,
4773,20020402,A021740,정지
4774,20020408,A021740,
4775,20020429,A021740,정지
4776,20020520,A021740,
4777,20020927,A021740,정지
4778,20021024,A021740,
4779,20021030,A021740,정지
4780,20021031,A021740,
4781,20021105,A021740,정지
4782,20021106,A021740,
4783,20021119,A021740,정지
4784,20021122,A021740,
4785,20021126,A021740,정지
4786,20021202,A021740,
4787,19991228,A021820,
4788,20111027,A021820,정지
4789,20111111,A021820,
4790,20190725,A021820,정지
4791,19991228,A021870,
4792,19991228,A021880,
4793,20000201,A021880,정지
4794,20000601,A021880,
4795,20020703,A021880,정지
4796,20020708,A021880,
4797,20021129,A021880,정지
4798,20021204,A021880,
4799,20040213,A021880,정지
4800,20040218,A021880,
4801,20040325,A021880,정지
4802,20040330,A021880,
4803,20060316,A021880,정지
4804,20060328,A021880,
4805,20120727,A021880,정지
4806,20131119,A021880,
4807,20151120,A021880,정지
4808,20151214,A021880,
4809,20170802,A021880,정지
4810,20171019,A021880,
4811,20200703,A021880,정지
4812,20200706,A021880,
4813,19991228,A021930,
4814,20000628,A021930,정지
4815,20010402,A021930,
4816,20020311,A021930,정지
4817,20020312,A021930,
4818,20020627,A021930,정지
4819,20020719,A021930,
4820,19991228,A021960,
4821,20030709,A021960,정지
4822,20030728,A021960,
4823,20170705,A021960,정지
4824,20170721,A021960,
4825,19991228,A022020,
4826,19991228,A022060,
4827,19991228,A022100,
4828,20060406,A022100,정지
4829,20060412,A022100,
4830,19991228,A022130,
4831,19991228,A022220,
4832,20021101,A022220,정지
4833,20021105,A022220,
4834,20021106,A022220,정지
4835,20021114,A022220,
4836,20021119,A022220,정지
4837,20021122,A022220,
4838,20140730,A022220,정지
4839,20140925,A022220,
4840,19991228,A022510,
4841,20000201,A022510,정지
4842,20000607,A022510,
4843,19991228,A022520,
4844,20111221,A022520,정지
4845,20120111,A022520,
4846,19991228,A022610,
4847,20031127,A022610,정지
4848,20031128,A022610,
4849,20040115,A022610,정지
4850,20040129,A022610,
4851,19991228,A022770,
4852,20000201,A022770,정지
4853,20000607,A022770,
4854,19991228,A022780,
4855,20020304,A022780,정지
4856,20020305,A022780,
4857,20020307,A022780,정지
4858,20020709,A022780,
4859,19991228,A022870,
4860,20010402,A022870,정지
4861,20010709,A022870,
4862,19991228,A023000,
4863,19991228,A023020,
4864,20010719,A023020,정지
4865,20010720,A023020,
4866,20110826,A023020,정지
4867,20110914,A023020,
4868,19991228,A023130,
4869,20011029,A023130,정지
4870,20011112,A023130,
4871,19991228,A023140,
4872,19991228,A023150,
4873,20051124,A023150,정지
4874,20051206,A023150,
4875,19991228,A023160,
4876,19991228,A023350,
4877,20200330,A023350,정지
4878,20200331,A023350,
4879,19991228,A023410,
4880,19991228,A023420,
4881,20050624,A023420,정지
4882,20050701,A023420,
4883,20050926,A023420,정지
4884,20050927,A023420,
4885,20051215,A023420,정지
4886,20060102,A023420,
4887,19991228,A023430,
4888,20061026,A023430,정지
4889,20061027,A023430,
4890,20160727,A023430,정지
4891,20160728,A023430,
4892,20170330,A023430,정지
4893,20171211,A023430,
4894,19991228,A023440,
4895,20151113,A023440,정지
4896,20151116,A023440,
4897,20160321,A023440,정지
4898,20161209,A023440,
4899,20180912,A023440,정지
4900,20180913,A023440,
4901,19991228,A023450,
4902,20090401,A023450,정지
4903,20090402,A023450,
4904,20190726,A023450,정지
4905,20190813,A023450,
4906,19991228,A023460,
4907,20021227,A023460,정지
4908,20030120,A023460,
4909,20040205,A023460,정지
4910,20040302,A023460,
4911,19991228,A023530,
4912,20170928,A023530,정지
4913,20171030,A023530,
4914,19991228,A023580,
4915,19991228,A023590,
4916,19991228,A023600,
4917,20130425,A023600,정지
4918,20130520,A023600,
4919,19991228,A023670,
4920,20030424,A023670,정지
4921,20030428,A023670,
4922,20061110,A023670,정지
4923,20061201,A023670,
4924,20090504,A023670,정지
4925,20090601,A023670,
4926,20100322,A023670,정지
4927,20100608,A023670,
4928,19991228,A023710,
4929,19991228,A023760,
4930,20000201,A023760,정지
4931,20000703,A023760,
4932,20050121,A023760,정지
4933,20050124,A023760,
4934,20101208,A023760,정지
4935,20110103,A023760,
4936,19991228,A023770,
4937,20010510,A023770,정지
4938,20010514,A023770,
4939,20140324,A023770,정지
4940,20140430,A023770,
4941,20140619,A023770,정지
4942,20140704,A023770,
4943,20141028,A023770,정지
4944,20141029,A023770,
4945,20150728,A023770,정지
4946,20150729,A023770,
4947,20190705,A023770,정지
4948,20190708,A023770,
4949,20190710,A023770,정지
4950,20190711,A023770,
4951,19991228,A023780,
4952,20010830,A023780,정지
4953,20010913,A023780,
4954,19991228,A023790,
4955,19991228,A023800,
4956,19991228,A023810,
4957,19991228,A023880,
4958,19991228,A023890,
4959,19991228,A023900,
4960,20030424,A023900,정지
4961,20030428,A023900,
4962,19991228,A023910,
4963,20020425,A023910,정지
4964,20020429,A023910,
4965,19991228,A023920,
4966,19991228,A023960,
4967,20060629,A023960,정지
4968,20060731,A023960,
4969,19991228,A024060,
4970,20011030,A024060,정지
4971,20011102,A024060,
4972,19991228,A024070,
4973,19991228,A024080,
4974,20011212,A024080,정지
4975,20011219,A024080,
4976,20020321,A024080,정지
4977,20020322,A024080,
4978,20020612,A024080,정지
4979,20020617,A024080,
